level,credits,course_2,title_2,course_1,gen_ed,title_1,special
"
L",3.00,GEN EL,General Elective,ITBE 252,"
",Mcrocmptr App Voc Edctrs,None
"
L",3.00,GEN EL,General Elective,ITBE 255,"
",Comptr End Usr Technogies,None
"
U",3.00,MIS 320,Mgt Information Systems,ITBE 280,"
",Intro Information Systems,None
"
L",3.00,GEN EL,General Elective,JOURNLSM 210,"
",Foundations of Print Journ,None
"
L",3.00,GEN EL,General Elective,JOURNLSM 220,"
",Foundations Advertising,None
"
L",3.00,GEN EL,General Elective,JOURNLSM 241,"
",Elec Media Copywriting,None
"
L",3.00,GEN EL,General Elective,JOURNLSM 243,"
",Mass Media Writing,None
"
L",3.00,GEN EL,General Elective,JOURNLSM 244,"
",News Gathering,None
"
L",3.00,GEN EL,General Elective,JOURNLSM 245,"
",Publication Editing,None
"
L",3.00,GEN EL,General Elective,JOURNLSM 246,"
",Elec Media Newswriting,None
"
L",3.00,GEN EL,General Elective,JOURNLSM 247,"
",Brdcst Newswrtng/Productn,None
"
L",3.00,GEN EL,General Elective,JOURNLSM 248,"
",Publication Layout,None
"
L",1.00,GEN EL,General Elective,JOURNLSM 251,"
",School Publ: Editorial,None
"
L",3.00,GEN EL,General Elective,JOURNLSM 270,"
",Communication and Web Dev,None
"
L",3.00,GEN EL,General Elective,JOURNLSM 271,"
",Multimedia Production Two,None
"
L",1.00,GEN EL,General Elective,LDRSHP 101,"
",Foundations of Usaf I,None
"
L",1.00,GEN EL,General Elective,LDRSHP 102,"
",Foundations of Usaf II,None
"
L",2.00,GEN EL,General Elective,LDRSHP 110,"
",Intro to Leadership I,None
"
L",1.00,GEN EL,General Elective,LDRSHP 111,"
",Leadership Laboratory,None
"
L",2.00,GEN EL,General Elective,LDRSHP 120,"
",Introduction Leadership II,None
"
L",1.00,GEN EL,General Elective,LDRSHP 121,"
",Leadership Laboratory,None
"
L",0.50,GEN EL,General Elective,LDRSHP 122,"
",Beginning Orienteering,None
"
L",0.50,GEN EL,General Elective,LDRSHP 123,"
",Beg Mntn/Rappelling,None
"
L",1.00,GEN EL,General Elective,LDRSHP 201,"
",Evol Air & Space Power I,None
"
L",1.00,GEN EL,General Elective,LDRSHP 202,"
",Evol Air & Space Power II,None
"
L",2.00,GEN EL,General Elective,LDRSHP 210,"
",Foundations of Leadership I,None
"
L",1.00,GEN EL,General Elective,LDRSHP 211,"
",Leadership Laboratory,None
"
L",2.00,GEN EL,General Elective,LDRSHP 220,"
",Foundations of Leadership II,None
"
L",1.00,GEN EL,General Elective,LDRSHP 221,"
",Leadership Laboratory,None
"
L",1.00,GEN EL,General Elective,LDRSHP 224,"
",Military Conditioning II,None
"
L",3.00,GEN EL,General Elective,LDRSHP 240,"
",Leadership Training Course,None
"
L",2.00,GEN EL,General Elective,LIBMEDIA 101,"
",Intro Library Resources,None
"
L",1.00,GEN EL,General Elective,LIBMEDIA 201,"
",Technology For Teachers,None
"
L",1.00,NDC,No Degree Credit,LSINDP 099,"
",Career Information-L & S,None
"
L",3.00,GEN EL,General Elective,LSINDP 105,"
",Science Technol Society,None
"
L",3.00,GEN EL,General Elective,LSINDP 150,"
NSA",Science Technol Society,None
"
L",3.00,GEN EL,General Elective,LSINDP 200,"
SSJ",Perspectives Nuclear War,None
"
L",3.00,GEN EL,General Elective,LSINDP 201,"
",Intro to Liberal Studies,None
"
L",1.00-3.00,GEN EL,General Elective,LSINDP 294,"
",Honors Seminar,None
"
L",1.00,GEN EL,General Elective,GEOGRPY 100,"
",Introduction to Geography,None
"
L",3.00,GEOG 105,Contemporary Human Geography,GEOGRPY 105,"
SSG",Global Perspectives,None
"
L",3.00,GEN EL,General Elective,GEOGRPY 111,"
",Geographical Foundations,None
"
L",3.00,GEOG 110,Intro to Geog: World Regions,GEOGRPY 160,"
SSG",World Geography,None
"
L",5.00,GEOG 100,Physical Geog & the Environmnt,GEOGRPY 210,"
NSD",Physical Geography,None
"
L",3.00,GEOG 105,Contemporary Human Geography,GEOGRPY 230,"
SSG",Human Geography,None
"
U",3.00,GEOG 315,Geography of Wisconsin,GEOGRPY 250,"
",Geography of Wisconsin,None
"
L",3.00,GEN EL,General Elective,GEOGRPY 252,"
SSG",Glbl Environ Challenges,None
"
U",3.00,GEOG 310,Geography of the U.S. & Canada,GEOGRPY 261,"
",Geography Canada/U.S.,None
"
U",3.00,GEOG 350,Cartography and Gis,GEOGRPY 270,"
",Gis I: Intro to Gis/Maps,None
"
L",3.00,GEN EL,General Elective,GEOGRPY 275,"
",Geog Concepts For Teacher,None
"
U",3.00,GEOG 300,Geographic Methods,GEOGRPY 290,"
",Spatial Analysis,None
"
U",3.00,MKT 350,Marketing Principles,MARKETNG 311,"
",Principles of Marketing,None
"
U",3.00,MKT 354,Marketing Research,MARKETNG 321,"
",Marketing Research,None
"
U",3.00,MKT 455,Marketing Management,MARKETNG 479,"
",Mktg Mgmnt and Policies,None
"
L",3.00,GEN EL,General Elective,INTRNAR 280,"
",Intro Australian Studies,None
"
L",1.00,GEN EL,General Elective,MUSC 060,"
",Private Instrumental Instruct,None
"
L",1.00,GEN EL,General Elective,MUSC 070,"
",Private Vocal Instruction,None
"
L",1.00,GEN EL,General Elective,MUSC 080,"
",Private Keyboard Instruct in P,None
"
L",0.00,MUSI 001,Concert Attendance,MUSC 100,"
",Recital Attendance,None
"
L",3.00,MUSI 101,Fundamentals of Music,MUSC 111,"
HUM",Fundamentals of Music,None
"
L",1.00,GEN EL,General Elective,MUSC 126,"
",Priv Instrmntl Instr (Np),None
"
L",1.00,MUSI 180,Class Voice,MUSC 127,"
",Priv Vocal Instruc (Np),None
"
L",1.00,GEN EL,General Elective,MUSC 128,"
",Priv Piano Instruc (Np),None
"
L",1.00,GEN EL,General Elective,MUSC 129,"
",Priv Organ Instruc (Np),None
"
L",2.00,MUSI 201,Music Appreciation,MUSC 140,"
HU",Intro to Classical Music,None
"
L",2.00,GEN EL,General Elective,MUSC 141,"
SSJ",Hist Populr Music America,None
"
L",2.00,MUSI 206,Jazz Appreciation (Dv),MUSC 143,"
HU,DV",Survey of American Jazz,None
"
L",3.00,GEN EL,General Elective,MUSC 144,"
SSS",Cultural Music Americas,None
"
L",2.00,HUMA-MUS EL,Humanities - Music Elective,MUSC 150,"
HUM",Introduction Music Theory,None
"
L",2.00,MUSI 121,Music Theory II,MUSC 151,"
",Theory I,None
"
L",2.00,MUSI 122,Music Theory II,MUSC 152,"
",Theory II,None
"
L",2.00,MUSI 125,Aural Music Theory I,MUSC 153,"
",Aural Skills I,None
"
L",2.00,MUSI 126,Aural Music Theory II,MUSC 154,"
",Aural Skills II,None
"
L",1.00-4.00,GEN EL,General Elective,MUSC 160,"
",Prv Instr Prim Prfrm (L1),None
"
L",1.00,MUSI 106,Jazz Appreciation (Dv),MUSC 161,"
",University Bands,None
"
L",1.00,MUSI 104,Music Appreciation,MUSC 162,"
",Orchestra,None
"
L",1.00,MUSI 109,Jazz Ensemble,MUSC 164,"
",Jazz Bands,None
"
L",1.00,MUSA 064,Applied Clarinet,MUSC 165,"
",Clarinet Techniques,None
"
L",1.00,GEN EL,General Elective,MUSC 166,"
",Folk Guitar,None
"
L",1.00,MUSA 040,Applied Violin,MUSC 167,"
",Violin & Viola Techniques,None
"
P",3.00,ACSK 010,Essential Math Skills,MATH 040,"
",Pre-Algebra,None
"
P",4.00,ACSK 015,Elementary Algebra,MATH 041,"
",Beginning Algebra,None
"
L",3.00,GEN EL,General Elective,MATH 102,"
",Descriptve Geometry,None
"
L",3.00,MATH 215,Math Mdl Chld-Erly Adl Tchr  I,MATH 111,"
",Math Elem Teacher I,None
"
L",3.00,MATH 216,Math Mdl Chd-Erly Adl Tchr  II,MATH 112,"
",Math Elem Teacher II,None
"
L",3.00,MATH 102,Survey of Mathematics,MATH 139,"
CS",Quantitative Reasoning,None
"
L",3.00,MATH 102,Survey of Mathematics,MATH 140,"
CS",Mathematical Ideas,None
"
L",4.00,MATH 111,College Algebra I,MATH 141,"
CS",Fundamtls of Coll Algebra,None
"
L",3.00,MATH 111,College Algebra I,MATH 141B,"
CS",Intermediate Algebra,None
"
L",3.00,GEN EL,General Elective,MATH 143,"
NSM",Finite Business & Soc Sci,None
"
L",3.00,GEN EL,General Elective,MATH 145,"
",Contemporary Mathematics,None
"
L",3.00,GEN EL,General Elective,MATH 148,"
",Math Elem Teacher I,None
"
L",3.00,GEN EL,General Elective,MATH 149,"
",Math Elem Teacher II,None
"
L",5.00,MATH 114,College Algebra II/Trig,MATH 152,"
UCTA",Precalculus,None
"
L",1.00,GEN EL,General Elective,MATH 177,"
",The Logic of Chess,None
"
L",3.00,GEN EL,General Elective,MATH 230,"
UCTA",Intro to Statistics,None
"
L",3.00,GEN EL,General Elective,MATH 231,"
",Undst Probability/Statis,None
"
L",1.00,GEN EL,General Elective,MATH 232,"
",Stat Cptr Progrm Lab,None
"
L",1.00,MUSA 020,Applied Trumpet,MUSC 168,"
",Trumpet/Horn Techniques,None
"
L",1.00,GEN EL,General Elective,MUSC 169,"
",Marching Band,None
"
L",1.00-4.00,MUSA 180,Applied Voice,MUSC 170,"
",Priv Vocal-Prim Prfm (L1),None
"
L",1.00,MUSI 102,Large Music Ensemble,MUSC 171,"
",University Choirs,None
"
L",1.00,MUSI 102,Large Music Ensemble,MUSC 175,"
",University Chorus,None
"
L",1.00,GEN EL,General Elective,MUSC 177,"
",Class Voice I,None
"
L",1.00,MUSI 180,Class Voice,MUSC 178,"
",Class Voice II,None
"
L",1.00-4.00,MUSA 110,Applied Piano,MUSC 180,"
",Priv Piano-Prim Prfm (L1),None
"
L",3.00,GEN EL,General Elective,MUSC 181,"
",Aural Skills I,None
"
L",1.00,MUSI 141,Keyboard Musicianship I,MUSC 186,"
",Class Piano I,None
"
L",1.00,MUSI 142,Keyboard Musicianship II,MUSC 187,"
",Class Piano II,None
"
L",1.00,MUSI 241,Keyboard Musicianship III,MUSC 188,"
",Class Piano III,None
"
L",1.00,MUSI 242,Music Literature Lab,MUSC 189,"
",Functional Class Piano,None
"
L",1.00,GEN EL,General Elective,MUSC 190,"
",Music Improvisation,None
"
L",3.00,GEN EL,General Elective,MUSC 240,"
DV, HUM",Survey of African Amer Music,None
"
L",3.00,GEN EL,General Elective,MUSC 241,"
DV",Survey of Latin Amer Music,None
"
L",2.00,MUSI 202,Music Literature,MUSC 242,"
",Intro to Music Literature,None
"
L",3.00,GEN EL,General Elective,MUSC 244,"
HUM",Native American Music,None
"
L",3.00,GEN EL,General Elective,MUSC 245,"
SSJ",Music History I,None
"
L",3.00,GEN EL,General Elective,MUSC 246,"
SSJ",Music History II,None
"
L",3.00,GEN EL,General Elective,MUSC 247,"
SSJ",Music History III,None
"
L",3.00,GEN EL,General Elective,MATH 243,"
",Shrt Calc Bus/Soc Science,None
"
L",5.00,GEN EL,General Elective,MATH 250,"
",Appld Calc Srv Bus/Soc Sc,None
"
L",5.00,MATH 221,Calculus & Analytic Geometry I,MATH 253,"
NSM",Calc/Analytic Geometry I,None
"
L",5.00,MATH 222,Calc & Analytic Geometry II,MATH 254,"
NSM",Calc/Analytic Geometry II,None
"
L",3.00,MATH 223,Calc & Analytic Geometry III,MATH 255,"
",Calc/Anlytc Geometry III,None
"
L",3.00,GEN EL,General Elective,MATH 280,"
",Discrete Mathematics,None
"
L",1.00-3.00,GEN EL,General Elective,MATH 290,"
",Special Topics in Mathematics,None
"
L",2.00,MUSI 221,Music Theory III,MUSC 251,"
",Theory III,None
"
L",2.00,MUSI 222,Music Theory IV,MUSC 252,"
",Theory IV,None
"
L",2.00,MUSI 225,Aural Music Theory III,MUSC 253,"
",Aural Skills III,None
"
L",2.00,MUSI 226,Popular Music Theory,MUSC 254,"
",Aural Skills IV,None
"
L",2.00,GEN EL,General Elective,MUSC 255,"
",Elctronic Music Synthesis,None
"
L",1.00-4.00,MUSI EL,Music Elective,MUSC 260,"
",Priv Instr-Prim Prfm (L2),None
"
L",0.50,MUSA 060,Applied Flute,MUSC 265,"
",Flute Techniques,None
"
L",1.00,GEN EL,General Elective,MUSC 266,"
",Intermediate Guitar,None
"
L",1.00,MUSI EL,Music Elective,MUSC 267,"
",Cello/String Bass Tech,None
"
L",1.00,MUSI EL,Music Elective,MUSC 268,"
",Trom/Baritone/Tuba Tech,None
"
L",1.00,GEN EL,General Elective,MUSC 269,"
",Instrumental Ensemble,None
"
L",1.00-4.00,MUSA 280,Applied Voice,MUSC 270,"
",Priv Vocal-Prim Prfm (L2),None
"
L",1.00,GEN EL,General Elective,MUSC 271,"
",Opera Performance Tech,None
"
L",1.00,GEN EL,General Elective,MUSC 272,"
",Practicum Music Theatre,None
"
L",3.00,GEN EL,General Elective,MUSC 273,"
",Jazz History & Appreciation,None
"
L",3.00,GEN EL,General Elective,MUSC 275,"
",Diction For Singers I,None
"
L",2.00,MUSI EL,Music Elective,MUSC 276,"
",Diction For Singers II,None
"
L",0.50,GEN EL,General Elective,MUSC 279,"
",Vocal Ensemble,None
"
L",1.00-4.00,MUSA 210,Applied Piano,MUSC 280,"
",Priv Piano-Prim Prfm (L2),None
"
L",2.00,MUSA 212,Applied Organ,MUSC 281,"
",Aural Skills III,None
"
L",2.00,GEN EL,General Elective,MUSC 290,"
",Technology Music Educators,None
"
L",1.00,GEN EL,General Elective,MUSC 292,"
",Instrumental Techniques,None
"
L",1.00,GEN EL,General Elective,PEGNRL 100,"
",Cr Vets W/6 Mos Act Srvce,None
"
L",0.50,GEN EL,General Elective,PEGNRL 103,"
",Beginning Archery,None
"
L",0.50,GEN EL,General Elective,PEGNRL 104,"
",Beginning Badminton,None
"
L",0.50,GEN EL,General Elective,PEGNRL 106,"
",Beg Aerobic Exer & Dance,None
"
L",0.50,GEN EL,General Elective,PEGNRL 108,"
",Beginning Bowling,None
"
L",0.50,GEN EL,General Elective,PEGNRL 109,"
",Intermediate Bowling,None
"
L",0.50,GEN EL,General Elective,PEGNRL 110,"
",Beginning Jogging,None
"
L",0.50,GEN EL,General Elective,PEGNRL 111,"
",Beg Phy Fitness Develpmnt,None
"
L",0.50,GEN EL,General Elective,PEGNRL 113,"
",Int Aerobic Exercise/Dnce,None
"
L",0.50,GEN EL,General Elective,PEGNRL 115,"
",Beginning Fencing,None
"
L",0.50,GEN EL,General Elective,PEGNRL 120,"
",Beginning Golf,None
"
L",0.50,GEN EL,General Elective,PEGNRL 121,"
",Intermediate Golf,None
"
L",0.50,GEN EL,General Elective,PEGNRL 125,"
",Beginning Paddleball,None
"
L",0.50,GEN EL,General Elective,PEGNRL 134,"
",Beginning Skiing,None
"
L",0.50,GEN EL,General Elective,PEGNRL 138,"
",Beg Bicycle Touring,None
"
L",0.50,GEN EL,General Elective,PEGNRL 139,"
",Intro to Backpacking,None
"
L",0.50,GEN EL,General Elective,PEGNRL 141,"
",Beginning Yoga,None
"
L",0.50,GEN EL,General Elective,PEGNRL 142,"
",Intermediate Yoga,None
"
L",0.50,GEN EL,General Elective,PEGNRL 143,"
",Beginning Folk Dance,None
"
L",0.50,GEN EL,General Elective,PEGNRL 144,"
",Beg Social Dance (Clscl),None
"
L",0.50,GEN EL,General Elective,PEGNRL 145,"
",Beginning Square Dance,None
"
L",0.50,GEN EL,General Elective,PEGNRL 147,"
",Beg Soc Dnce (Latin/Midw),None
"
L",0.50,GEN EL,General Elective,PEGNRL 148,"
",Beg Contra/Rnd Dnce/Mixrs,None
"
L",2.00,GEN EL,General Elective,PEGNRL 149,"
",Beg Country Western Dance,None
"
L",0.50,GEN EL,General Elective,PEGNRL 150,"
",Beginning Swim Level 4,None
"
L",0.50,GEN EL,General Elective,PEGNRL 151,"
",Intermediate Swim Level 6,None
"
L",0.50,GEN EL,General Elective,PEGNRL 152,"
",Advanced Swimming Level 7,None
"
L",0.50,GEN EL,General Elective,PEGNRL 155,"
",Beginning Aqua Aerobics,None
"
L",1.00,GEN EL,General Elective,PEGNRL 157,"
",Swimming IV (Life Saving),None
"
L",1.00,GEN EL,General Elective,PEGNRL 158,"
",Beg Skin & Scuba Diving,None
"
L",1.00,GEN EL,General Elective,PEGNRL 159,"
",Beginning Canoeing,None
"
L",0.50,GEN EL,General Elective,PEGNRL 160,"
",Beginning Tennis,None
"
L",0.50,GEN EL,General Elective,PEGNRL 161,"
",Intermediate Tennis,None
"
L",0.50,GEN EL,General Elective,PEGNRL 166,"
",Beg Volleyball (Power),None
"
L",0.50,GEN EL,General Elective,PEGNRL 167,"
",Beginning Weight Training,None
"
L",0.50,GEN EL,General Elective,PEGNRL 168,"
",Intermediate Volleyball,None
"
L",0.50,GEN EL,General Elective,PEGNRL 170,"
",Beginning Self Defense,None
"
L",0.50,GEN EL,General Elective,PEGNRL 173,"
",Beginning Sport Judo,None
"
L",0.50,GEN EL,General Elective,PEGNRL 175,"
",Beg Tae Kwon Do: Karate,None
"
L",0.50,GEN EL,General Elective,PEGNRL 176,"
",Interm Tae Kwon Do: Karate,None
"
L",0.50,GEN EL,General Elective,PEGNRL 177,"
",Intro Martial Arts Weapons,None
"
L",1.00,HESM 110,Scuba Diving,PEGNRL 180,"
",Open Water Scuba,None
"
L",0.50,GEN EL,General Elective,PEGNRL 183,"
",Exercisewalking,None
"
L",0.50,GEN EL,General Elective,PEGNRL 185,"
",Beg Mountain/Rappelling,None
"
L",0.50,GEN EL,General Elective,PEGNRL 186,"
",Beginning Orienteering,None
"
L",1.00,GEN EL,General Elective,PEGNRL 187,"
",Military Conditioning I,None
"
L",0.50,GEN EL,General Elective,PEGNRL 190,"
",Swim For Fitness,None
"
L",1.00,GEN EL,General Elective,PEGNRL 192,"
",Pers Hlth & Fitness Life,None
"
L",1.00,GEN EL,General Elective,PEGNRL 193,"
",Intercol Athletic Participatn,None
"
L",3.00,GEN EL,General Elective,MCS 210,"
",Concepts Database Systems,None
"
L",3.00,GEN EL,General Elective,MCS 220,"
",Intermediate Java,None
"
L",3.00,GEN EL,General Elective,MCS 231,"
",Concepts Data Structure,None
"
L",3.00,GEN EL,General Elective,MCS 232,"
",Cobol and Complex Systems,None
"
L",3.00,PHIL 101,Introduction to Philosophy,PHILSPHY 241,"
HUP",Intro to Philosophy,None
"
L",3.00,PHIL 215,Contemporary Moral Problems,PHILSPHY 245,"
UCTA,HUP",Contemporary Moral Issues,None
"
L",3.00,GEN EL,General Elective,PHILSPHY 247,"
",Bioethics,None
"
L",3.00,GEN EL,General Elective,PHILSPHY 248,"
",Environmental Ethics,None
"
L",3.00,PHIL 201,Logic,PHILSPHY 251,"
",Logic,None
"
L",3.00,PHIL 206,Introduction to Ethics,PHILSPHY 261,"
UCTA,HUP",Introduction to Ethics,None
"
L",3.00,PHIL 213,Aesthetics,PHILSPHY 271,"
",Introduction Aesthetics,None
"
L",3.00,PHIL 220,"Politics, Law, and Society",PHILSPHY 281,"
",Social Philosophy,None
"
",3.00,Human/Arts EL,Humanities and Arts Elective,PHILSPHY 291,"
HU",Philosophy Nat/Soc Sci,None
"
L",3.00,PHIL EL,Philosophy Elective,PHILSPHY 341,"
",Classical Philosophy,None
"
L",3.00,PHIL EL,Philosophy Elective,PHILSPHY 342,"
HUP",Modern Philosophy,None
"
L",3.00,PHIL EL,Philosophy Elective,PHILSPHY 343,"
",American Philosophy,None
"
L",3.00,PHIL EL,Philosophy Elective,PHILSPHY 345,"
",Contemporary Philosophy,None
"
L",3.00,PHIL EL,Philosophy Elective,PHILSPHY 365,"
",Perspectives Death/Dying,None
"
U",3.00,PHIL EL,Philosophy Elective,PHILSPHY 390,"
",Feminist Philosophy,None
"
L",1.00,GEN EL,General Elective,POLISCI 105,"
",Stat & Local Suplmt to Pol 104,None
"
L",3.00,POLS 100,American Politics,POLISCI 141,"
UCTA,SSP",American Govmnt/Politics,None
"
L",3.00,GEN EL,General Elective,POLISCI 217,"
",Ethnic Politics,None
"
L",3.00,POLS 280,Criminal Justice Process,POLISCI 247,"
",Issues/Crises Amer Poltcs,None
"
L",3.00,POLS 105,Introduction to Politics,POLISCI 250,"
SSP",Intro Political Theory,None
"
L",3.00,GEN EL,General Elective,POLISCI 255,"
",Intro Comparative Politics,None
"
L",3.00,CRMJ 200,Criminal Justice Rsch Mthds,POLISCI 301,"
",Pol Science Rsch Methods,None
"
L",3.00,POLS 203,"Women, Power and Politics",POLISCI 315,"
",Women and American Politics,None
"
L",3.00,CRMJ 235,Police and Society,POLISCI 316,"
",Police/Crim Justice Admin,None
"
L",3.00,POLS 214,Executive&Legislative Politics,POLISCI 317,"
",Amer Legislative Process,None
"
L",3.00,POLS 215,The Presidency,POLISCI 318,"
",The American Presidency,None
"
L",3.00,POLS 202,Public Policy,POLISCI 320,"
",Public Policy/Administrtn,None
"
U",3.00,POLS 360,Pol Parties & Interest Groups,POLISCI 321,"
",Interest Group Politics,None
"
L",3.00,POLS 130,State and Local Politics,POLISCI 344,"
",State/Local Government,None
"
L",3.00,POLS 104,Intro International Relations,POLISCI 351,"
SSP",International Relations,None
"
L",3.00,POLS 103,Intro to Comparative Politics,POLISCI 352,"
SSP",Compartve Govrnmnt-Europe,None
"
L",1.00,POLS 209,Legal Research & Writing,POLISCI 360,"
",Resources Legal Research,None
"
U",3.00,POLS 320,Const Law:Structr/Pwr US Govt,POLISCI 413,"
",Constitutional Law,None
"
U",3.00,POLS 310,Const Law: Civil Liberties,POLISCI 415,"
",Criminal Justice/Const,None
"
L",3.00,POLS 116,Introduction to Law,POLISCI 419,"
SSP",The Judicial Process,None
"
L",3.00,GEN EL,General Elective,PSYCH 104,"
SSY",Psych of Human Adjustment,None
"
L",3.00,GEN EL,General Elective,PSYCH 105,"
SS",Individual and Society,None
"
L",3.00,GEN EL,General Elective,PSYCH 135,"
SSY",Psychology of Retirement,None
"
L",3.00,GEN EL,General Elective,PSYCH 202,"
SSY",Psychology of Women,None
"
L",3.00,PSYC 101,Intro to Psychological Science,PSYCH 211,"
UCTA,SSY",Introductory Psychology,None
"
L",3.00,PSYC 250,Psychological Statistics,PSYCH 215,"
",Basic Statistical Methods,None
"
U",5.00,PSYC 300,Research Methods in Psychology,PSYCH 216,"
",Research Methods,None
"
L",3.00,PSYC 260,Psychology of Personality,PSYCH 301,"
",Intro Behavioral Neuroscience,None
"
U",3.00,PSYC 325,Biological Psychology,PSYCH 304,"
",Psychology of Personality,None
"
U",3.00,PSYC EL,Psychology Elective,PSYCH 332,"
",Psychology of Adolescence,None
"
U",3.00,PSYC 360,Abnormal Psychology,PSYCH 345,"
",Abnormal Psychology,None
"
L",3.00,PSYC 205,Cognitive Psychology,PSYCH 351,"
",Cognitive Psychology,None
"
L",3.00,PSYC 220,Social Psychology,PSYCH 355,"
",Social Psychology,None
"
L",3.00,POLS 105,Introduction to Politics,POLISCI 420,"
SSP",American Political Thght,None
"
L",3.00,POLS 224,American Foreign Policy,POLISCI 457,"
",American Foreign Policy,None
"
L",3.00,PHYS EL,Physics Elective,PHYSCS 100,"
",Energy,None
"
L",4.00,PHYS EL,Physics Elective,PHYSCS 120,"
",Light and Color,None
"
L",5.00,PHYS 101,Principles of Physics,PHYSCS 130,"
NSP",Physics Foundations,None
"
L",5.00,PHYS 105,College Physics I,PHYSCS 140,"
UCTA",Principles of Physics I,None
"
L",3.00,PHYS EL,Physics Elective,PHYSCS 150,"
",Einstein to Star Trek,None
"
L",3.00,GEN EL,General Elective,PHYSCS 152,"
",Photography,None
"
L",4.00,PHYS 105,College Physics I,PHYSCS 160,"
UCTA,NSP",General Physics I,None
"
L",1.00,PHYS 105,College Physics I,PHYSCS 161,"
UCTA,NSP",General Physics Lab I,None
"
L",4.00,PHYS 106,College Physics II,PHYSCS 162,"
",General Physics II,None
"
L",1.00,PHYS 106,College Physics II,PHYSCS 163,"
",General Physics Lab II,None
"
L",3.00,PHYS 201,General Physics I,PHYSCS 170,"
NSP",Introductory Physics I,None
"
L",4.00,GEN EL,General Elective,PHYSCS 172,"
NSP",Introductory Physics II,None
"
L",1.00,GEN EL,General Elective,PHYSCS 173,"
NSP",Intro Physic Laboratory I,None
"
L",4.00,GEN EL,General Elective,PHYSCS 174,"
NSP",Introductory Physics III,None
"
L",1.00,GEN EL,General Elective,PHYSCS 175,"
NSP",Intro Physics Lab II,None
"
L",3.00,PHYS EL,Physics Elective,PHYSCS 210,"
NSP",Descriptive Physics,None
"
L",2.00,PHYS EL,Physics Elective,PHYSCS 221,"
NSP",Intermediate Laboratory,None
"
L",3.00,PHYS EL,Physics Elective,PHYSCS 240,"
",Physics of Sound/Music,None
"
U",3.00,PHYS 301,Classical Mechanics,PHYSCS 280,"
",Eng Mechanics: Statics,None
"
U",3.00,PHYS 301,Classical Mechanics,PHYSCS 282,"
",Eng Mechanics: Dynamics,None
"
L",3.00,MIS 320,Mgt Information Systems,MANGEMNT 211,"
",Intro Information Systems,None
"
U",3.00,MGT 349,Organizational Behavior,MANGEMNT 301,"
",Organizational Behavior,None
"
U",3.00,QM 319,Operations Mgt Principles,MANGEMNT 306,"
",Operations Management,None
"
U",3.00,HRM 343,Human Resource Management,MANGEMNT 320,"
",Human Resource Management,None
"
U",3.00,HRM 444,Compensation/Benefits,MANGEMNT 425,"
",Compensation Management,None
"
U",3.00,HRM 441,Staffing Organizations,MANGEMNT 426,"
",Staffing,None
"
U",3.00,HRM 442,Improving Employee Performance,MANGEMNT 428,"
",Training and Development,None
"
U",3.00,BUS EL,General Business Elective,MANGEMNT 429,"
",Employee Benefits,None
"
U",3.00,BUS 495,Capstone Strategic Management,MANGEMNT 489,"
",Strategic Management,None
"
L",2.00,GEN EL,General Elective,RECREATN 232,"
",Intro Recreation/Leisure,None
"
L",3.00,GEN EL,General Elective,RELIGST 201,"
HUP",Crit Issues Modern Relgn,None
"
L",3.00,GEN EL,General Elective,RELIGST 210,"
HUP",Intro Religions of World,None
"
L",3.00,HUMA 225,Religion-Far East,RELIGST 211,"
",Intro to Asian Religions,None
"
L",3.00,HUMA 224,Religion-the West,RELIGST 212,"
",Intro Western Religions,None
"
L",3.00,GEN EL,General Elective,RELIGST 221,"
HUP",Intro Early Hebrew Wrtngs,None
"
L",3.00,GEN EL,General Elective,RELIGST 222,"
HUP",Introduction to Judaism,None
"
L",3.00,GEN EL,General Elective,RELIGST 252,"
",The Bible As Literature,None
"
U",3.00,HUMA-PHIL EL,Humanities - Philosophy Elective,RELIGST 330,"
HUP","Religion, Sexuality and Gender",None
"
L",2.00,GEN EL,General Elective,PEPROF 165,"
",Intro to Physical Education,None
"
L",1.00,GEN EL,General Elective,PEPROF 171,"
",Fund Flag Ftbl/Tm Handbl,None
"
L",1.00,HESM 117,Basketball,PEPROF 172,"
",Fundamental of Basketball,None
"
L",3.00,GEN EL,General Elective,PEPROF 173,"
",Teach Tumbling/Gymnastics,None
"
L",1.00,HESM 194,Volleyball,PEPROF 174,"
",Fundamentals Volleyball,None
"
L",1.00,GEN EL,General Elective,PEPROF 175,"
",Fund Bowling/Badminton,None
"
L",1.00,GEN EL,General Elective,PEPROF 176,"
",Fund of Archery & Golf,None
"
L",1.00,HESM 192,Track and Field,PEPROF 177,"
",Fund of Track and Field,None
"
L",1.00,HESM 180,Soccer I,PEPROF 178,"
",Fund Soccer & Speedball,None
"
L",2.00,GEN EL,General Elective,PEPROF 200,"
",Fundamentals of Rhythms,None
"
L",1.00,GEN EL,General Elective,PEPROF 209,"
",Professions in Physical Educ,None
"
L",1.00,HESM 182,Softball,PEPROF 210,"
",Fundamentals of Softball,None
"
L",1.00,GEN EL,General Elective,PEPROF 212,"
",Fundamentals of Apparatus,None
"
L",1.00,HESM 188,Tennis I,PEPROF 213,"
",Fundamentals of Tennis,None
"
L",1.00,HESM 196,Weight Training I,PEPROF 215,"
",Fnd Wght Trng/Phy Fitness,None
"
L",3.00,GEN EL,General Elective,PEPROF 240,"
",Stand-Based Curric/Plann,None
