"
L",5.00,GEOS 100,Earth in Perspective,GEOLGY 100,"
NSG",Principles of Geology,"
285
                "
"
L",4.00,GEOS 101,Introductory Geology,GEOLGY 101,"
NSG",Elements of Geology,"

                "
"
L",3.00,GEOS 102,Origin & History of the Earth,GEOLGY 204,"
",Earth and Life History,"

                "
"
L",1.00,GEOS 102,Origin & History of the Earth,GEOLGY 205,"
",Historical Geology Lab,"

                "
"
L",3.00,GEN EL,General Elective,GEOLGY 206,"
NSG",Planetary Geology,"

                "
"
L",4.00,FREN 103,Introductory French I,FRENCH 141,"
",Beginning French,"

                "
"
L",4.00,FREN 104,Introductory French II,FRENCH 142,"
",Beginning French,"

                "
"
L",4.00,FREN 203,Intermediate French I,FRENCH 251,"
HUL",Intermediate French,"

                "
"
L",4.00,FREN 204,Intermediate French II,FRENCH 252,"
HUL",Intermediate French,"

                "
"
L",3.00,GEN EL,General Elective,FRENCH 260,"
",French Phonetics,"

                "
"
U",3.00,FREN EL,French Studies Elective,FRENCH 310,"
",French Phonetics,"

                "
"
",3.00,Human/Arts EL,Humanities and Arts Elective,FRENCH 321,"
HU",Advanced French Lng Study,"

                "
"
",3.00,Human/Arts EL,Humanities and Arts Elective,FRENCH 322,"
HU",Advanced French Lng Study,"

                "
"
U",3.00,FREN 320,Intro to French Literature:,FRENCH 331,"
",Readings Modern French,"

                "
"
U",3.00,FREN 318,French Civilization & Culture:,FRENCH 340,"
",Contemp French Society,"

                "
"
U",3.00,FREN 301,French Convers and Comp,FRENCH 370,"
",Intro to Business French,"

                "
"
U",3.00,FREN EL,French Studies Elective,FRENCH 491,"
",Travel Study,"

                "
"
L",1.00,NDC,No Degree Credit,INTRAUNV 010,"
",Intro University Life,"
5
                "
"
L",6.00,GEN EL,General Elective,INTRAUNV 100,"
",Engl Fund/Core Block,"

                "
"
L",6.00-9.00,GEN EL,General Elective,INTRAUNV 101,"
",English/Core Block,"
8
                "
"
L",1.00,Soc/BhvSci EL,Social & Behavioral Science Elective,INTRAUNV 104,"
SS",New Student Seminar,"

                "
"
L",5.00,GEN EL,General Elective,INTRAUNV 161,"
",Engl & Wrtg Skll/Intl,"

                "
"
L",3.00,GEN EL,General Elective,INTRAUNV 200,"
",Perspectives Nuclear War,"

                "
"
L",3.00,GEN EL,General Elective,INTRAUNV 244,"
SSK",Consumers and Culture,"

                "
"
L",3.00,PHIL 209,Business Ethics,INTRAUNV 246,"
",Business Ethics,"

                "
"
L",3.00,BUS 100,Introduction to Business,ITBE 141,"
SSB",Concepts of Business,"

                "
"
L",2.00,GEN EL,General Elective,ITBE 143,"
",Keybrdg & Intro Doc Proc,"

                "
"
L",3.00,GEN EL,General Elective,ITBE 241,"
",Shorthand I,"

                "
"
L",3.00,GEN EL,General Elective,ITBE 242,"
",Note Taking,"

                "
"
L",3.00,GEN EL,General Elective,ITBE 244,"
",Document Processing I,"

                "
"
L",3.00,GEN EL,General Elective,ITBE 245,"
",Technology Appl Bus Tchrs,"

                "
"
L",2.00,GEN EL,General Elective,ITBE 251,"
",Pen Lettering,"

                "
"
L",3.00,GEN EL,General Elective,ITBE 252,"
",Mcrocmptr App Voc Edctrs,"

                "
"
L",3.00,GEN EL,General Elective,ITBE 255,"
",Comptr End Usr Technogies,"

                "
"
U",3.00,MIS 320,Mgt Information Systems,ITBE 280,"
",Intro Information Systems,"

                "
"
L",3.00,GEN EL,General Elective,JOURNLSM 210,"
",Foundations of Print Journ,"

                "
"
L",3.00,GEN EL,General Elective,JOURNLSM 220,"
",Foundations Advertising,"

                "
"
L",3.00,GEN EL,General Elective,JOURNLSM 241,"
",Elec Media Copywriting,"

                "
"
L",3.00,GEN EL,General Elective,JOURNLSM 243,"
",Mass Media Writing,"

                "
"
L",3.00,GEN EL,General Elective,JOURNLSM 244,"
",News Gathering,"

                "
"
L",3.00,GEN EL,General Elective,JOURNLSM 245,"
",Publication Editing,"

                "
"
L",3.00,GEN EL,General Elective,JOURNLSM 246,"
",Elec Media Newswriting,"

                "
"
L",3.00,GEN EL,General Elective,JOURNLSM 247,"
",Brdcst Newswrtng/Productn,"

                "
"
L",3.00,GEN EL,General Elective,JOURNLSM 248,"
",Publication Layout,"

                "
"
L",1.00,GEN EL,General Elective,JOURNLSM 251,"
",School Publ: Editorial,"

                "
"
L",3.00,GEN EL,General Elective,JOURNLSM 270,"
",Communication and Web Dev,"

                "
"
L",3.00,GEN EL,General Elective,JOURNLSM 271,"
",Multimedia Production Two,"

                "
"
L",1.00,GEN EL,General Elective,LDRSHP 101,"
",Foundations of Usaf I,"

                "
"
L",1.00,GEN EL,General Elective,LDRSHP 102,"
",Foundations of Usaf II,"

                "
"
L",2.00,GEN EL,General Elective,LDRSHP 110,"
",Intro to Leadership I,"

                "
"
L",1.00,GEN EL,General Elective,LDRSHP 111,"
",Leadership Laboratory,"

                "
"
L",2.00,GEN EL,General Elective,LDRSHP 120,"
",Introduction Leadership II,"

                "
"
L",1.00,GEN EL,General Elective,LDRSHP 121,"
",Leadership Laboratory,"

                "
"
L",0.50,GEN EL,General Elective,LDRSHP 122,"
",Beginning Orienteering,"

                "
"
L",0.50,GEN EL,General Elective,LDRSHP 123,"
",Beg Mntn/Rappelling,"

                "
"
L",1.00,GEN EL,General Elective,LDRSHP 201,"
",Evol Air & Space Power I,"

                "
"
L",1.00,GEN EL,General Elective,LDRSHP 202,"
",Evol Air & Space Power II,"

                "
"
L",2.00,GEN EL,General Elective,LDRSHP 210,"
",Foundations of Leadership I,"

                "
"
L",1.00,GEN EL,General Elective,LDRSHP 211,"
",Leadership Laboratory,"

                "
"
L",2.00,GEN EL,General Elective,LDRSHP 220,"
",Foundations of Leadership II,"

                "
"
L",1.00,GEN EL,General Elective,LDRSHP 221,"
",Leadership Laboratory,"

                "
"
L",1.00,GEN EL,General Elective,LDRSHP 224,"
",Military Conditioning II,"

                "
"
L",3.00,GEN EL,General Elective,LDRSHP 240,"
",Leadership Training Course,"

                "
"
L",3.00,GEN EL,General Elective,INTRNAR 280,"
",Intro Australian Studies,"

                "
"
L",1.00,NDC,No Degree Credit,LSINDP 099,"
",Career Information-L & S,"
5
                "
"
L",3.00,GEN EL,General Elective,LSINDP 105,"
",Science Technol Society,"

                "
"
L",3.00,GEN EL,General Elective,LSINDP 150,"
NSA",Science Technol Society,"

                "
"
L",3.00,GEN EL,General Elective,LSINDP 200,"
SSJ",Perspectives Nuclear War,"

                "
"
L",3.00,GEN EL,General Elective,LSINDP 201,"
",Intro to Liberal Studies,"

                "
"
L",1.00-3.00,GEN EL,General Elective,LSINDP 294,"
",Honors Seminar,"
8
                "
"
U",3.00,MKT 350,Marketing Principles,MARKETNG 311,"
",Principles of Marketing,"

                "
"
U",3.00,MKT 354,Marketing Research,MARKETNG 321,"
",Marketing Research,"

                "
"
U",3.00,MKT 455,Marketing Management,MARKETNG 479,"
",Mktg Mgmnt and Policies,"

                "
"
L",3.00,GEN EL,General Elective,MCS 210,"
",Concepts Database Systems,"

                "
"
L",3.00,GEN EL,General Elective,MCS 220,"
",Intermediate Java,"

                "
"
L",3.00,GEN EL,General Elective,MCS 231,"
",Concepts Data Structure,"

                "
"
L",3.00,GEN EL,General Elective,MCS 232,"
",Cobol and Complex Systems,"

                "
"
P",3.00,ACSK 010,Essential Math Skills,MATH 040,"
",Pre-Algebra,"

                "
"
P",4.00,ACSK 015,Elementary Algebra,MATH 041,"
",Beginning Algebra,"

                "
"
L",3.00,GEN EL,General Elective,MATH 102,"
",Descriptve Geometry,"

                "
"
L",3.00,MATH 215,Math Mdl Chld-Erly Adl Tchr  I,MATH 111,"
",Math Elem Teacher I,"

                "
"
L",3.00,MATH 216,Math Mdl Chd-Erly Adl Tchr  II,MATH 112,"
",Math Elem Teacher II,"

                "
"
L",3.00,MATH 102,Survey of Mathematics,MATH 139,"
CS",Quantitative Reasoning,"

                "
"
L",3.00,MATH 102,Survey of Mathematics,MATH 140,"
CS",Mathematical Ideas,"

                "
"
L",4.00,MATH 111,College Algebra I,MATH 141,"
CS",Fundamtls of Coll Algebra,"

                "
"
L",3.00,MATH 111,College Algebra I,MATH 141B,"
CS",Intermediate Algebra,"

                "
"
L",3.00,GEN EL,General Elective,MATH 143,"
NSM",Finite Business & Soc Sci,"

                "
"
L",3.00,GEN EL,General Elective,MATH 145,"
",Contemporary Mathematics,"

                "
"
L",3.00,GEN EL,General Elective,MATH 148,"
",Math Elem Teacher I,"

                "
"
L",3.00,GEN EL,General Elective,MATH 149,"
",Math Elem Teacher II,"

                "
"
L",5.00,MATH 114,College Algebra II/Trig,MATH 152,"
UCTA",Precalculus,"
226, 22
                "
"
L",1.00,GEN EL,General Elective,MATH 177,"
",The Logic of Chess,"

                "
"
L",3.00,GEN EL,General Elective,MATH 230,"
UCTA",Intro to Statistics,"
22
                "
"
L",3.00,GEN EL,General Elective,MATH 231,"
",Undst Probability/Statis,"

                "
"
L",1.00,GEN EL,General Elective,MATH 232,"
",Stat Cptr Progrm Lab,"

                "
"
L",3.00,GEN EL,General Elective,MATH 243,"
",Shrt Calc Bus/Soc Science,"

                "
"
L",5.00,GEN EL,General Elective,MATH 250,"
",Appld Calc Srv Bus/Soc Sc,"

                "
"
L",5.00,MATH 221,Calculus & Analytic Geometry I,MATH 253,"
NSM",Calc/Analytic Geometry I,"

                "
"
L",5.00,MATH 222,Calc & Analytic Geometry II,MATH 254,"
NSM",Calc/Analytic Geometry II,"

                "
"
L",3.00,MATH 223,Calc & Analytic Geometry III,MATH 255,"
",Calc/Anlytc Geometry III,"

                "
"
L",3.00,GEN EL,General Elective,MATH 280,"
",Discrete Mathematics,"

                "
"
L",1.00-3.00,GEN EL,General Elective,MATH 290,"
",Special Topics in Mathematics,"
8
                "
"
L",1.00,GEN EL,General Elective,MUSC 060,"
",Private Instrumental Instruct,"

                "
"
L",1.00,GEN EL,General Elective,MUSC 070,"
",Private Vocal Instruction,"

                "
"
L",1.00,GEN EL,General Elective,MUSC 080,"
",Private Keyboard Instruct in P,"

                "
"
L",0.00,MUSI 001,Concert Attendance,MUSC 100,"
",Recital Attendance,"

                "
"
L",3.00,MUSI 101,Fundamentals of Music,MUSC 111,"
HUM",Fundamentals of Music,"

                "
"
L",1.00,GEN EL,General Elective,MUSC 126,"
",Priv Instrmntl Instr (Np),"

                "
"
L",1.00,MUSI 180,Class Voice,MUSC 127,"
",Priv Vocal Instruc (Np),"

                "
"
L",1.00,GEN EL,General Elective,MUSC 128,"
",Priv Piano Instruc (Np),"

                "
"
L",1.00,GEN EL,General Elective,MUSC 129,"
",Priv Organ Instruc (Np),"

                "
"
L",2.00,MUSI 201,Music Appreciation,MUSC 140,"
HU",Intro to Classical Music,"

                "
"
L",2.00,GEN EL,General Elective,MUSC 141,"
SSJ",Hist Populr Music America,"

                "
"
L",2.00,MUSI 206,Jazz Appreciation (Dv),MUSC 143,"
HU,DV",Survey of American Jazz,"

                "
"
L",3.00,GEN EL,General Elective,MUSC 144,"
SSS",Cultural Music Americas,"

                "
"
L",2.00,HUMA-MUS EL,Humanities - Music Elective,MUSC 150,"
HUM",Introduction Music Theory,"

                "
"
L",2.00,MUSI 121,Music Theory II,MUSC 151,"
",Theory I,"

                "
"
L",2.00,MUSI 122,Music Theory II,MUSC 152,"
",Theory II,"

                "
"
L",2.00,MUSI 125,Aural Music Theory I,MUSC 153,"
",Aural Skills I,"

                "
"
L",2.00,MUSI 126,Aural Music Theory II,MUSC 154,"
",Aural Skills II,"

                "
"
L",1.00-4.00,GEN EL,General Elective,MUSC 160,"
",Prv Instr Prim Prfrm (L1),"
8
                "
"
L",1.00,MUSI 106,Jazz Appreciation (Dv),MUSC 161,"
",University Bands,"

                "
"
L",1.00,MUSI 104,Music Appreciation,MUSC 162,"
",Orchestra,"

                "
"
L",1.00,MUSI 109,Jazz Ensemble,MUSC 164,"
",Jazz Bands,"

                "
"
L",1.00,MUSA 064,Applied Clarinet,MUSC 165,"
",Clarinet Techniques,"

                "
"
L",1.00,GEN EL,General Elective,MUSC 166,"
",Folk Guitar,"

                "
"
L",1.00,MUSA 040,Applied Violin,MUSC 167,"
",Violin & Viola Techniques,"

                "
"
L",1.00,MUSA 020,Applied Trumpet,MUSC 168,"
",Trumpet/Horn Techniques,"

                "
"
L",1.00,GEN EL,General Elective,MUSC 169,"
",Marching Band,"

                "
"
L",1.00-4.00,MUSA 180,Applied Voice,MUSC 170,"
",Priv Vocal-Prim Prfm (L1),"
8
                "
"
L",1.00,MUSI 102,Large Music Ensemble,MUSC 171,"
",University Choirs,"

                "
"
L",1.00,MUSI 102,Large Music Ensemble,MUSC 175,"
",University Chorus,"

                "
"
L",1.00,GEN EL,General Elective,MUSC 177,"
",Class Voice I,"

                "
"
L",1.00,MUSI 180,Class Voice,MUSC 178,"
",Class Voice II,"

                "
"
L",1.00-4.00,MUSA 110,Applied Piano,MUSC 180,"
",Priv Piano-Prim Prfm (L1),"
8
                "
"
L",3.00,GEN EL,General Elective,MUSC 181,"
",Aural Skills I,"

                "
"
L",1.00,MUSI 141,Keyboard Musicianship I,MUSC 186,"
",Class Piano I,"

                "
"
L",1.00,MUSI 142,Keyboard Musicianship II,MUSC 187,"
",Class Piano II,"

                "
"
L",1.00,MUSI 241,Keyboard Musicianship III,MUSC 188,"
",Class Piano III,"

                "
"
L",1.00,MUSI 242,Music Literature Lab,MUSC 189,"
",Functional Class Piano,"

                "
"
L",1.00,GEN EL,General Elective,MUSC 190,"
",Music Improvisation,"

                "
"
L",3.00,GEN EL,General Elective,MUSC 240,"
DV, HUM",Survey of African Amer Music,"

                "
"
L",3.00,GEN EL,General Elective,MUSC 241,"
DV",Survey of Latin Amer Music,"

                "
"
L",2.00,MUSI 202,Music Literature,MUSC 242,"
",Intro to Music Literature,"

                "
"
L",3.00,GEN EL,General Elective,MUSC 244,"
HUM",Native American Music,"

                "
"
L",3.00,GEN EL,General Elective,MUSC 245,"
SSJ",Music History I,"

                "
"
L",3.00,GEN EL,General Elective,MUSC 246,"
SSJ",Music History II,"

                "
"
L",3.00,GEN EL,General Elective,MUSC 247,"
SSJ",Music History III,"

                "
"
L",2.00,MUSI 221,Music Theory III,MUSC 251,"
",Theory III,"

                "
"
L",2.00,MUSI 222,Music Theory IV,MUSC 252,"
",Theory IV,"

                "
"
L",2.00,MUSI 225,Aural Music Theory III,MUSC 253,"
",Aural Skills III,"

                "
"
L",2.00,MUSI 226,Popular Music Theory,MUSC 254,"
",Aural Skills IV,"

                "
"
L",2.00,GEN EL,General Elective,MUSC 255,"
",Elctronic Music Synthesis,"

                "
"
L",1.00-4.00,MUSI EL,Music Elective,MUSC 260,"
",Priv Instr-Prim Prfm (L2),"
8
                "
"
L",0.50,MUSA 060,Applied Flute,MUSC 265,"
",Flute Techniques,"

                "
"
L",1.00,GEN EL,General Elective,MUSC 266,"
",Intermediate Guitar,"

                "
"
L",1.00,MUSI EL,Music Elective,MUSC 267,"
",Cello/String Bass Tech,"

                "
"
L",1.00,MUSI EL,Music Elective,MUSC 268,"
",Trom/Baritone/Tuba Tech,"

                "
"
L",1.00,GEN EL,General Elective,MUSC 269,"
",Instrumental Ensemble,"

                "
"
L",1.00-4.00,MUSA 280,Applied Voice,MUSC 270,"
",Priv Vocal-Prim Prfm (L2),"
8
                "
"
L",1.00,GEN EL,General Elective,MUSC 271,"
",Opera Performance Tech,"

                "
"
L",1.00,GEN EL,General Elective,MUSC 272,"
",Practicum Music Theatre,"

                "
"
L",3.00,GEN EL,General Elective,MUSC 273,"
",Jazz History & Appreciation,"

                "
"
L",3.00,GEN EL,General Elective,MUSC 275,"
",Diction For Singers I,"

                "
"
L",2.00,MUSI EL,Music Elective,MUSC 276,"
",Diction For Singers II,"

                "
"
L",0.50,GEN EL,General Elective,MUSC 279,"
",Vocal Ensemble,"

                "
"
L",1.00-4.00,MUSA 210,Applied Piano,MUSC 280,"
",Priv Piano-Prim Prfm (L2),"
8
                "
"
L",2.00,MUSA 212,Applied Organ,MUSC 281,"
",Aural Skills III,"

                "
"
L",2.00,GEN EL,General Elective,MUSC 290,"
",Technology Music Educators,"

                "
"
L",1.00,GEN EL,General Elective,MUSC 292,"
",Instrumental Techniques,"

                "
"
L",3.00,MIS 320,Mgt Information Systems,MANGEMNT 211,"
",Intro Information Systems,"

                "
"
U",3.00,MGT 349,Organizational Behavior,MANGEMNT 301,"
",Organizational Behavior,"

                "
"
U",3.00,QM 319,Operations Mgt Principles,MANGEMNT 306,"
",Operations Management,"

                "
"
U",3.00,HRM 343,Human Resource Management,MANGEMNT 320,"
",Human Resource Management,"

                "
"
U",3.00,HRM 444,Compensation/Benefits,MANGEMNT 425,"
",Compensation Management,"

                "
"
U",3.00,HRM 441,Staffing Organizations,MANGEMNT 426,"
",Staffing,"

                "
"
U",3.00,HRM 442,Improving Employee Performance,MANGEMNT 428,"
",Training and Development,"

                "
"
U",3.00,BUS EL,General Business Elective,MANGEMNT 429,"
",Employee Benefits,"

                "
"
U",3.00,BUS 495,Capstone Strategic Management,MANGEMNT 489,"
",Strategic Management,"

                "
"
L",1.00,GEN EL,General Elective,PEGNRL 100,"
",Cr Vets W/6 Mos Act Srvce,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 103,"
",Beginning Archery,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 104,"
",Beginning Badminton,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 106,"
",Beg Aerobic Exer & Dance,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 108,"
",Beginning Bowling,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 109,"
",Intermediate Bowling,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 110,"
",Beginning Jogging,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 111,"
",Beg Phy Fitness Develpmnt,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 113,"
",Int Aerobic Exercise/Dnce,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 115,"
",Beginning Fencing,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 120,"
",Beginning Golf,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 121,"
",Intermediate Golf,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 125,"
",Beginning Paddleball,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 134,"
",Beginning Skiing,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 138,"
",Beg Bicycle Touring,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 139,"
",Intro to Backpacking,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 141,"
",Beginning Yoga,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 142,"
",Intermediate Yoga,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 143,"
",Beginning Folk Dance,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 144,"
",Beg Social Dance (Clscl),"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 145,"
",Beginning Square Dance,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 147,"
",Beg Soc Dnce (Latin/Midw),"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 148,"
",Beg Contra/Rnd Dnce/Mixrs,"

                "
"
L",2.00,GEN EL,General Elective,PEGNRL 149,"
",Beg Country Western Dance,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 150,"
",Beginning Swim Level 4,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 151,"
",Intermediate Swim Level 6,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 152,"
",Advanced Swimming Level 7,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 155,"
",Beginning Aqua Aerobics,"

                "
"
L",1.00,GEN EL,General Elective,PEGNRL 157,"
",Swimming IV (Life Saving),"

                "
"
L",1.00,GEN EL,General Elective,PEGNRL 158,"
",Beg Skin & Scuba Diving,"

                "
"
L",1.00,GEN EL,General Elective,PEGNRL 159,"
",Beginning Canoeing,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 160,"
",Beginning Tennis,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 161,"
",Intermediate Tennis,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 166,"
",Beg Volleyball (Power),"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 167,"
",Beginning Weight Training,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 168,"
",Intermediate Volleyball,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 170,"
",Beginning Self Defense,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 173,"
",Beginning Sport Judo,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 175,"
",Beg Tae Kwon Do: Karate,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 176,"
",Interm Tae Kwon Do: Karate,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 177,"
",Intro Martial Arts Weapons,"

                "
"
L",1.00,HESM 110,Scuba Diving,PEGNRL 180,"
",Open Water Scuba,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 183,"
",Exercisewalking,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 185,"
",Beg Mountain/Rappelling,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 186,"
",Beginning Orienteering,"

                "
"
L",1.00,GEN EL,General Elective,PEGNRL 187,"
",Military Conditioning I,"

                "
"
L",0.50,GEN EL,General Elective,PEGNRL 190,"
",Swim For Fitness,"

                "
"
L",1.00,GEN EL,General Elective,PEGNRL 192,"
",Pers Hlth & Fitness Life,"

                "
"
L",1.00,GEN EL,General Elective,PEGNRL 193,"
",Intercol Athletic Participatn,"

                "
"
L",2.00,GEN EL,General Elective,PEPROF 165,"
",Intro to Physical Education,"

                "
"
L",1.00,GEN EL,General Elective,PEPROF 171,"
",Fund Flag Ftbl/Tm Handbl,"

                "
"
L",1.00,HESM 117,Basketball,PEPROF 172,"
",Fundamental of Basketball,"

                "
"
L",3.00,GEN EL,General Elective,PEPROF 173,"
",Teach Tumbling/Gymnastics,"

                "
"
L",1.00,HESM 194,Volleyball,PEPROF 174,"
",Fundamentals Volleyball,"

                "
"
L",1.00,GEN EL,General Elective,PEPROF 175,"
",Fund Bowling/Badminton,"

                "
"
L",1.00,GEN EL,General Elective,PEPROF 176,"
",Fund of Archery & Golf,"

                "
"
L",1.00,HESM 192,Track and Field,PEPROF 177,"
",Fund of Track and Field,"

                "
"
L",1.00,HESM 180,Soccer I,PEPROF 178,"
",Fund Soccer & Speedball,"

                "
"
L",2.00,GEN EL,General Elective,PEPROF 200,"
",Fundamentals of Rhythms,"

                "
"
L",1.00,GEN EL,General Elective,PEPROF 209,"
",Professions in Physical Educ,"

                "
"
L",1.00,HESM 182,Softball,PEPROF 210,"
",Fundamentals of Softball,"

                "
"
L",1.00,GEN EL,General Elective,PEPROF 212,"
",Fundamentals of Apparatus,"

                "
"
L",1.00,HESM 188,Tennis I,PEPROF 213,"
",Fundamentals of Tennis,"

                "
"
L",1.00,HESM 196,Weight Training I,PEPROF 215,"
",Fnd Wght Trng/Phy Fitness,"

                "
"
L",3.00,GEN EL,General Elective,PEPROF 240,"
",Stand-Based Curric/Plann,"

                "
"
L",3.00,HESM 233,Water Safety Instructor,PEPROF 251,"
",Water Safety Instructor,"

                "
"
L",4.00,HESM EL,"Health, Exercise Science & Sport Mngmnt Elective",PEPROF 271,"
",Structure/Funct Humn Body,"

                "
"
U",2.00,HESM 322,Adv First Aid/Emrgncy Response,PEPROF 281,"
",First Aid & Cpr,"

                "
"
L",3.00,GEN EL,General Elective,PEPROF 291,"
",Lifeguarding,"

                "
"
L",3.00,PHIL 101,Introduction to Philosophy,PHILSPHY 241,"
HUP",Intro to Philosophy,"

                "
"
L",3.00,PHIL 215,Contemporary Moral Problems,PHILSPHY 245,"
UCTA,HUP",Contemporary Moral Issues,"
22
                "
"
L",3.00,GEN EL,General Elective,PHILSPHY 247,"
",Bioethics,"

                "
"
L",3.00,GEN EL,General Elective,PHILSPHY 248,"
",Environmental Ethics,"

                "
"
L",3.00,PHIL 201,Logic,PHILSPHY 251,"
",Logic,"

                "
"
L",3.00,PHIL 206,Introduction to Ethics,PHILSPHY 261,"
UCTA,HUP",Introduction to Ethics,"
22
                "
"
L",3.00,PHIL 213,Aesthetics,PHILSPHY 271,"
",Introduction Aesthetics,"

                "
"
L",3.00,PHIL 220,"Politics, Law, and Society",PHILSPHY 281,"
",Social Philosophy,"

                "
"
",3.00,Human/Arts EL,Humanities and Arts Elective,PHILSPHY 291,"
HU",Philosophy Nat/Soc Sci,"

                "
"
L",3.00,PHIL EL,Philosophy Elective,PHILSPHY 341,"
",Classical Philosophy,"

                "
"
L",3.00,PHIL EL,Philosophy Elective,PHILSPHY 342,"
HUP",Modern Philosophy,"

                "
"
L",3.00,PHIL EL,Philosophy Elective,PHILSPHY 343,"
",American Philosophy,"

                "
"
L",3.00,PHIL EL,Philosophy Elective,PHILSPHY 345,"
",Contemporary Philosophy,"

                "
"
L",3.00,PHIL EL,Philosophy Elective,PHILSPHY 365,"
",Perspectives Death/Dying,"

                "
"
U",3.00,PHIL EL,Philosophy Elective,PHILSPHY 390,"
",Feminist Philosophy,"

                "
"
L",3.00,PHYS EL,Physics Elective,PHYSCS 100,"
",Energy,"

                "
"
L",4.00,PHYS EL,Physics Elective,PHYSCS 120,"
",Light and Color,"

                "
"
L",5.00,PHYS 101,Principles of Physics,PHYSCS 130,"
NSP",Physics Foundations,"

                "
"
L",5.00,PHYS 105,College Physics I,PHYSCS 140,"
UCTA",Principles of Physics I,"
22
                "
"
L",3.00,PHYS EL,Physics Elective,PHYSCS 150,"
",Einstein to Star Trek,"

                "
"
L",3.00,GEN EL,General Elective,PHYSCS 152,"
",Photography,"

                "
"
L",4.00,PHYS 105,College Physics I,PHYSCS 160,"
UCTA,NSP",General Physics I,"
261, 22
                "
"
L",1.00,PHYS 105,College Physics I,PHYSCS 161,"
UCTA,NSP",General Physics Lab I,"
261, 22
                "
"
L",4.00,PHYS 106,College Physics II,PHYSCS 162,"
",General Physics II,"
263
                "
"
L",1.00,PHYS 106,College Physics II,PHYSCS 163,"
",General Physics Lab II,"
263
                "
"
L",3.00,PHYS 201,General Physics I,PHYSCS 170,"
NSP",Introductory Physics I,"
265
                "
"
L",4.00,GEN EL,General Elective,PHYSCS 172,"
NSP",Introductory Physics II,"
265
                "
"
L",1.00,GEN EL,General Elective,PHYSCS 173,"
NSP",Intro Physic Laboratory I,"
265
                "
"
L",4.00,GEN EL,General Elective,PHYSCS 174,"
NSP",Introductory Physics III,"
265
                "
"
L",1.00,GEN EL,General Elective,PHYSCS 175,"
NSP",Intro Physics Lab II,"
265
                "
"
L",3.00,PHYS EL,Physics Elective,PHYSCS 210,"
NSP",Descriptive Physics,"

                "
"
L",2.00,PHYS EL,Physics Elective,PHYSCS 221,"
NSP",Intermediate Laboratory,"

                "
"
L",3.00,PHYS EL,Physics Elective,PHYSCS 240,"
",Physics of Sound/Music,"

                "
"
U",3.00,PHYS 301,Classical Mechanics,PHYSCS 280,"
",Eng Mechanics: Statics,"
555
                "
"
U",3.00,PHYS 301,Classical Mechanics,PHYSCS 282,"
",Eng Mechanics: Dynamics,"
555
                "
"
L",1.00,GEN EL,General Elective,POLISCI 105,"
",Stat & Local Suplmt to Pol 104,"

                "
"
L",3.00,POLS 100,American Politics,POLISCI 141,"
UCTA,SSP",American Govmnt/Politics,"
22
                "
"
L",3.00,GEN EL,General Elective,POLISCI 217,"
",Ethnic Politics,"

                "
"
L",3.00,POLS 280,Criminal Justice Process,POLISCI 247,"
",Issues/Crises Amer Poltcs,"

                "
