jr st and admis to SOE; or cons instr,CURRINS541,"Techniques of introducing ESL at the K-12 level. Teaching of basic language skills, especially listening comprehension and speaking. Curriculum materials and current literature in ESL. Micro teaching provided.",3,CURRINS 541 Principles and Methods of Teaching ESL
jr st; cons instr.,THRPTTP699,Individual program of supervised study in the student's area of emphasis.,1-6,THRPTTP 699 Independent Study:
none.,COMPSCI101,"Introduction to software applications of the personal computer, including word processing, desktop publishing, spreadsheets, and databases.",3,COMPSCI 101 Introduction to PC Application Software
jr st and admis to SOE; or cons instr,CURRINS541G,"Techniques of introducing ESL at the K-12 level. Teaching of basic language skills, especially listening comprehension and speaking. Curriculum materials and current literature in ESL. Micro teaching provided.",3,CURRINS 541G Principles and Methods of Teaching ESL
jr st or cons instr.,CURRINS542,"General overview of the history, politics, legal and social contexts of language education in the United States today.",3,CURRINS 542 History and Politics of Second Language Education
"jr st or cons instr; admis to School of Educ, or grad st.",CURRINS543,Stresses the practical application of theory and research on language development in a bilingual setting. The development of primary language skills is emphasized.,3,CURRINS 543 Developing Biliteracy
jr st; teaching experience.,CURRINS544,Focuses on instructional problems of teachers in teaching developmental reading. Specific topic and any additional prerequisites will be announced in the Schedule of Classes each time the course is offered.,1-3,CURRINS 544 Improving the Teaching of Reading:
jr st; admis to School of Educ or grad st.,CURRINS545,"Survey of reading process and developmental reading in the middle, junior and senior high school. Emphasis on application of instructional techniques relating the use of reading within subject matter fields.",3,"CURRINS 545 Reading in the Content Areas: Middle, Junior, and Senior High School"
jr st; admis to School of Educ or grad st.,CURRINS545G,"Survey of reading process and developmental reading in the middle, junior and senior high school. Emphasis on application of instructional techniques relating the use of reading within subject matter fields.",3,"CURRINS 545G Reading in the Content Areas: Middle, Junior, and Senior High School"
jr st or cons instr.,CURRINS546,Theories and methods for delivering content to second language learners. Models of sheltered and learning strategies instruction will be explored.,3,"CURRINS 546 Language, Content, and Comprehensible Input"
"jr st admis to School of Educ, or grad st.",CURRINS547,Analysis and construction of internet based instruction focusing on the use of interactive media in grades 1-12.,3,CURRINS 547 Curricular Applications of the Internet
jr st.,CURRINS550,Using children's books that explore Latin American/Latino cultural heritage.,3,CURRINS 550 Using Children's Literature to Explore Latin Am/Latino Cultural Heritage
jr st admis to School of Educ; or grad st.,CURRINS551,"Survey of curriculum, methods and materials in skills and expressive areas of language, linking theory with practical instructional strategies in both preschool and elementary settings.",1-4,CURRINS 551 Teaching of Language Arts
"jr st, Admis to School of Educ; or grad st.",CURRINS552,Foundations of reading and instructional strategies which support the development of literacy learning in the primary grades (grades 1-3) with concurrent teaching field experience.,3,"CURRINS 552 Teaching Reading, Grades 1-3"
jr st; admis to School of Educ; or grad st.,CURRINS553,Language arts instruction and children's literature in the middle childhood grades (grades 1-3) with concurrent teaching field experience.,3,"CURRINS 553 Teaching Language Arts and Children's Literature, Grades 1-3"
jr st; admis to School of Educ; CurrIns 552(P); or grad st.,CURRINS554,"Reading instruction and literature for early adolescents, grades 4-8 with concurrent teaching field experience.",3,"CURRINS 554 Teaching Reading and Adolescent Literature, Grades 4-8"
jr st; admis to School of Educ; CurrIns 553(P): or grad st.,CURRINS555,"Language arts instruction in the early adolescent grades, grades 4-8, with concurrent teaching field experience.",3,"CURRINS 555 Teaching Language Arts, Grades 4-8"
"jr st, admis to SOE, Ed Psy 325(C), CurrIns 306(C), 536(C); or cons instr.",CURRINS556,Philosophies of curriculum and instructional models to meet the developmental needs of children in urban contexts.,3,CURRINS 556 Professional Seminar 1: Foundations of Curriculum and Instruction
"jr st, admis to SOE, CurrIns 556(P) 307(C); or cons instr.",CURRINS557,"Addresses the theoretical frameworks, models and goals in classroom management practices in grades 1-8.",3,"CURRINS 557 Professional Seminar 2: Classroom Management: Theory, Practice and Context"
"jr st, admis to SOE, CurrIns 557(P) 406(C); or cons instr.",CURRINS558,Exploration and application of strategies that build positive learning climates/communities in urban classrooms in grades 1-8.,3,CURRINS 558 Professional Seminar 3: Building Learning Communities
none.,TRNSLTN201,Linguistic and cultural aspects of globalization analyzed alongside emerging practices in various language service professions/specializations; prevailing modes of multilingual communication and cross-cultural interaction.,3,TRNSLTN 201 Introduction to Translation and Interpreting Studies
none.,COMPSCI111,Introduction to basic user skills for Unix operating systems. File system structure and access control. Basic user commands. Text editing. Internet utilities.,1,COMPSCI 111 Introduction to Unix
none.,COMPSCI112,"Survey of the technologies that enable common Internet applications and their security/privacy issues.  Topics include HTTP, TCP/IP, DNS, email protocols, search engines, encryption, digital signatures and malware.",3,COMPSCI 112 Introduction to the Internet and the World Wide Web
none.,COMPSCI113,An introduction to the computer languages used in World Wide Web documents. Design principles; techniques for form processing and inclusion of multimedia content.,3,COMPSCI 113 Introduction to Web Document Production
Level 30 on Math Placement Test or Math 105(C).,COMPSCI132,How computers work; communicating with computers; introductory programming in a high-level language; elementary problem solving.,3,COMPSCI 132 Introduction to Computers and Programming
CompSci 201(C),COMPSCI140,Survey of the programming tools available in the Computer Science laboratory environment.,1,COMPSCI 140 Introduction to the Computer Science Laboratories
none.,COMPSCI150,"A survey of computer science. Topics include data storage and manipulation, operating systems and networks, algorithms and data structures, programming languages, artificial intelligence, and computability.",3,COMPSCI 150 Survey of Computer Science
Math 231(C) or 226(C).,COMPSCI151,Design and implementation of computer programs in fortran; stress will be placed on applications to different fields of science and engineering.,3,COMPSCI 151 Introduction to Scientific Programming in Fortran
none.,COMPSCI160,"An overview of computer game history; design concepts and considerations; implementation using a modern software development platform, such as GameMaker.",3,COMPSCI 160 Introduction to Computer Game Design and Programming
"Counts as repeat of CompSci 290 with similar topic. Pre-req: Level 30 on Math Placement Test, or a grade of C or better in Math 105 or 108.",COMPSCI202,Programming in Python. Basic control structures including recursion. Basic and library data types. Problem solving with objects. Writing classes. Basic software development skills.,3,COMPSCI 202 Introductory Programming Using Python
Math Placement Level 40 or Math 116(P).,COMPSCI240,"Problem solving with structured programming techniques using an engineering oriented programming language, such as MATLAB, including control structures, functions, arrays and matrices.",3,COMPSCI 240 Introduction to Engineering Programming
C or better in CompSci 240(P),COMPSCI241,"Problem solving with structured programming techniques, using the C programming language; Topics include using Arrays & Pointers; Memory Management; Unions, Structures; Files & Low Level IO; Process's & Inter-process Communication.",3,COMPSCI 241 C Programming for Embedded Systems
Math Placement level 30.,COMPSCI250,"Problem solving with structured programming techniques using an object-oriented programming language, including control structures, functions, arrays, vectors, and pre-defined objects.",3,COMPSCI 250 Introductory Computer Programming
Math Placement Level 40 or Math 116(P) or Math 211(P); C or better in CompSci 250(201)(P).,COMPSCI251,"Problem solving with objects. Writing classes. Use of standard data structures. Basic software development skills including text analysis tools, debugging, and configuration management.",3,COMPSCI 251 Intermediate Computer Programming
specific courses dependent on topic.,COMPSCI290,Lectures on new introductory material in computer science. Variable-content course.,1-3,COMPSCI 290 Introductory Topics in Computer Science:
Math Placement Level 40 or Math 116(P) or Math 211(P); CompSci 250(201)(P).,COMPSCI315,"Introduction to number systems, arithmetic and Boolean operations. Digital computer organization. A specific computer system, assembly and machine language programming.",3,COMPSCI 315 Introduction to Computer Organization and Assembly Language Programming
Math Placement Level 40; grade of C or better in CompSci 250(P).,COMPSCI317,"Introductory discussion of logic, proof techniques, sets, functions, relations, combinatorics, probability, and graphs.",3,COMPSCI 317 Discrete Information Structures
a grade of C or better in CompSci 317(P) or Math 341(P).,COMPSCI318,"Number theory topics related to cryptography; discrete structures including graphs, partial orders, Latin squares and block designs; advanced counting techniques.",3,COMPSCI 318 Topics in Discrete Mathematics
C or better in CompSci 251(P),COMPSCI337,Introduction to the application programmer interface for a modern operating system. Overview of mechanisms for object oriented programming and memory management,3,COMPSCI 337 System Programming
Math Placement Level 40 or Math 116(P) or 211(P); C or better in CompSci 251(P).,COMPSCI351,"Programming in a structured, high-level, object-oriented language. Implementation of data structures and algorithms and their application.",3,COMPSCI 351 Data Structures and Algorithms
"C or better in CompSci 351(P), satisfaction of GER English Composition competency req.",COMPSCI361,"Introduction to core topics of software engineering including requirements analysis, object-oriented design, testing, and project management. Overview of ethical and social issues in computing.",3,COMPSCI 361 Introduction to Software Engineering
soph st or cons instr.,COMPSCI395,"The social, professional and ethical issues that arise in the context of professional computing.",3,"COMPSCI 395 Social, Professional, and Ethical Issues"
jr st;grade of C or better in CompSci 317(P) or grade of C or better in Math 341(P).,COMPSCI417,"Introduction to formal languages, grammars and automata. Finite state automata, pushdown automata, turing machines. Regular, context-free recursive and recursively enumerable languages. Decidability.",3,COMPSCI 417 Introduction to the Theory of Computation
jr st; C or better in CompSci 317(217)(P); CompSci351(252)(P).,COMPSCI422,"Introduction to core techniques and broad survey of AI. Topics include: Lisp, heuristic search, knowledge representation, planning, vision, learning.",3,COMPSCI 422 Introduction to Artificial Intelligence
jr st; C or better in CompSci 351(P).,COMPSCI423,"Introduction to natural language processing programs and an overview of the field. Topics include syntactic frameworks, parsing, semantics, interpretation, and applications.",3,COMPSCI 423 Introduction to Natural Language Processing
"jr st; CompSci 251(P), Math 221(P) or Math 232(P)",COMPSCI425,"Algorithms for uncovering useful information from data. Topics include data exploration, association rules, clustering, supervised learning, and mining structured data (e.g., sequences or graphs)",3,COMPSCI 425 Introduction to Data Mining
jr st; grade of C or better in CompSci 351(252)(P).,COMPSCI431,"Examination of abstract features of languages. Study of syntactic and semantic models; design and programming in procedural, object-oriented, functional and logical languages. Implementation methods.",3,COMPSCI 431 Programming Languages Concepts
jr st; CompSci 351(P) or HCA 442(P).,COMPSCI444,"Introduction to text retrieval, text classification and their biomedical applications; topics include: indexing, query processing, and document retrieval methods.",3,COMPSCI 444 Introduction to Text Retrieval and Its Applications in Biomedicine
"jr st; ElecEng 354(P), C or better in CompSci 315(P) or ElecEng 367(P).",COMPSCI458,Processor organization and design; memory organization; microprogramming and control unit design; I-O organization; case studies of selected machine architectures.,3,COMPSCI 458 Computer Architecture
none.,THERREC103,"Introductory survey of the historical, philosophical, sociological, developmental, and cultural aspects of recreation, leisure, and play.",3,THERREC 103 Introduction to Leisure
none.,THERREC200,Study of the psychological and sociological aspects of leisure participation.,3,THERREC 200 Psycho/Social Aspects of Leisure
jr st or grad st.,CURRINS560,Focuses on instructional and curricular issues in mathematics. Specific topics and any additional prereqs will be announced in the Schedule of Classes each time the course is offered.,1-3,CURRINS 560 Improving Mathematics Teaching and Learning:
jr st; admis to School of Educ or cons instr or grad st.,CURRINS561,"Introduction to the teaching and learning of mathematics at the elementary and middle school levels. Emphasis on curriculum, instructional strategies, and assessment.",3,CURRINS 561 Issues in Elementary and Middle School Mathematics
jr st; admis to exceduc middle/high cert prog.,CURRINS562,"Issues in secondary mathematics curriculum, instructional strategies, and assessment for teachers of students with special needs.",1,CURRINS 562 Secondary School Mathematics Issues for Exceptional Education Teachers
cons instr.,CURRINS565,Students concurrently or previously enrolled in content-specific courses will study issues of teaching pedagogy related to that content.,1,CURRINS 565 Pedagogy Labs:
jr st.,CURRINS566,Examines the instructional implications for English content and processes and is taken concurrently with English 201.,1,CURRINS 566 Pedagogy Labs - Linking English Content and Processes with Pedagogy
jr st.,CURRINS567,Examines the instructional implications for history content and processes and is taken concurrently with Hist 152.,1,CURRINS 567 Pedagogy Labs - Linking History Content and Processes with Pedagogy
"one of the following: 175(C), 176(C), 275(C), 276(C), 277(C) or 278(C).",CURRINS569,Examines connections between the content material of mathematics courses Math 175/176/275/276/277/278 and K-12 pedagogical practices. Taken concurrently with one of the courses listed.,1,CURRINS 569 Pedagogy Labs - Linking Mathematics Content and Processes with Pedagogy
jr st; teaching experience.,CURRINS570,Focuses on instructional and curricular issues in science. Specific topics and any additional prereqs will be announced in the Schedule of Classes each time the course is offered.,1-3,CURRINS 570 Improving Science Teaching and Learning:
"jr st, cons instr.",CURRINS579,The specific topic will be announced in the Schedule of Classes each time the course is offered.,1-3,CURRINS 579 Current Topics in Curriculum and Instruction:
jr st or grad st.,CURRINS580,Analysis of school and classroom practices in mathematics. Specific topics and any additional prereqs will be announced in the Schedule of Classes each time the course is offered.,1-3,CURRINS 580 Mathematics Education:
jr st; admis to child care director's prog or cons instr.,CURRINS585,Child care as a family-friendly community including integration of child growth and development principles into all aspects of the program.,3,CURRINS 585 Best Practices in Early Childhood for Children and Families
jr st; admis to child care director's prog or cons instr.,CURRINS585G,Child care as a family-friendly community including integration of child growth and development principles into all aspects of the program.,3,CURRINS 585G Best Practices in Early Childhood for Children and Families
current teacher certification.,CURRINS593,"Roles and responsibilities of the supervising teacher in planning, guidance and evaluation of the learning experiences of prospective teachers.",1,CURRINS 593 Supervision of Student Teaching
"sr st, admis to SOE CurrIns 640(C); or cons instr.",CURRINS601,Collaboration around challenges encountered in urban student teaching through a structured inquiry format with peers.,3,CURRINS 601 Early Childhood Seminar in Student Teaching
jr st.,CURRINS602,"Basic principles of curriculum planning for young children. Education in nursery schools, day care centers, kindergartens and primary grades. A study of the materials of instruction and techniques of teaching at this level.",1-4,CURRINS 602 Early Childhood Education
jr st; admis to SOE; or cons instr.,CURRINS612,"Theory/strategies for developing effective family-school relationships, with a focus on urban issues, inclusive classrooms, teacher-family communications, family education and support, and community resources for teachers.",3,"CURRINS 612 Collaborations for Teachers with Families, Schools, and Communities"
"jr st; teaching experience, or cons instr.",CURRINS624,Examination of mathematical trajectories for teaching fractions with focus on evidence-based instructional and assessment strategies and analysis of curriculum.,3,CURRINS 624 Instructional Trajectories for Fraction Concepts and Operations
jr st; teaching experience,CURRINS625,Examination of instructional sequences for geometry and analysis of teaching strategies for developing and assessing students' geometric thought.,3,CURRINS 625 Principles and Practices of Teaching Geometry and Geometric Thinking
jr st; teaching experience.,CURRINS626,Examination of instructional trajectories for algebra and analysis of teaching strategies for developing and assessing students' algebraic reasoning.,3,CURRINS 626 Principles and Practices of Teaching Algebraic Reasoning
jr st; teaching experience.,CURRINS629,This course will involve students in an exploration of individual groups and institutions as these elements relate to change processes in education. Models and strategies will be studied and applied to change problems.,1-4,CURRINS 629 Change and Change Strategies in Education
jr st or cons instr.,CURRINS637,Basic principles and practical instructional techniques intended to prepare teachers with experiences and background to teach world languages.,3,CURRINS 637 World Language Methods and Materials
"jr st, CurrIns 637(P) or equiv, or cons instr.",CURRINS639,Advanced preparation for teachers of world languages that will equip them for teaching world languages to students from early childhood through adolescence.,3,CURRINS 639 Critical Issues and Methods in World Language Education
sr st; admis to SOE; CurrIns 601(C); CurrIns 540(P); or cons instr.,CURRINS640,Full semester experience in an early childhood classroom.,6-12,CURRINS 640 Student Teaching in Early Childhood
jr st.,CURRINS643,Study and implementation of assessment and teaching strategies for balanced literacy instruction including phonics.,1-3,CURRINS 643 Balanced Literacy Instruction in the Elementary School
jr st.,CURRINS643G,Study and implementation of assessment and teaching strategies for balanced literacy instruction including phonics.,1-3,CURRINS 643G Balanced Literacy Instruction in the Elementary School
currently teaching with at least 2 yrs experience; cons instr.,CURRINS644,Teaching reading and writing to diverse learners.,3,CURRINS 644 Enhancing Literacy Learning for Diverse Learners:
jr st; sixth semester of a foreign language.,TRNSLTN400,"Professional protocols and practices of different modalities of consecutive interpreting; exercises for improvement of split-attention, short-term memory and information organization; ethical principles of interpreting profession.",3,TRNSLTN 400 Consecutive Interpreting
jr st; sixth-semester or equiv of a foreign language.,TRNSLTN409,"Study and practice of literary translation in its cultural setting. Discussion of essays, analysis of published translations, translation practice, and collegial discussion of students' work.",3,TRNSLTN 409 Seminar in Literary and Cultural Translation
jr st; satisfaction of Oral and Written Communication Part A GER.,TRNSLTN410,Comparative systems in society; how those systems relate to the field of translation; how to make informed translation choices based on subtle differences in systems.,3,TRNSLTN 410 Comparative Systems for Translation
sixth sem of any lang or cons instr.,TRNSLTN411,Fundamentals of providing spoken language interpreting services in various settings.,3,TRNSLTN 411 Ethics and Procedures in Interpreting
jr st; cons instr,TRNSLTN422,"The field and practice of simultaneous interpretation, covering the historical development, cognitive processes and how SIMS is used in other contexts.",3,TRNSLTN 422 Simultaneous Interpreting
jr st.,TRNSLTN427,Principles of project management and quality assurance in translation industry standards and techniques of effective project management for a variety of language service projects.,3,TRNSLTN 427 Project Management in Translation
jr st; cons Trnsltn Prog dir.,TRNSLTN428,"Translation industry standards and best practices for quality assurance. Students edit texts in English, applying style guides and implementing effective research techniques.",3,TRNSLTN 428 Editing for Translation
jr st; cons Trnsltn Prog dir.,TRNSLTN430,Internship offering on-the-job experience to students with a background in translation.,3,TRNSLTN 430 Internship in Translation
jr st; grade of B or better in French 325(P); French 427(P) or cons instr.,TRNSLTN465,Translation of texts from English into French.  Comparative study of French and English syntax and comparative culture.,3,TRNSLTN 465 Introduction to Translation: English to French
"jr st; French 415(425)(P), or German 425(P), or Spanish 347(P) or 707(P), or Trnsltn 415(P), 425(P), or 707(P).",TRNSLTN530,"Practical knowledge needed to succeed as free-lance or in-house translators; marketing, advertising, negotiating as well as legal and tax issues.",3,TRNSLTN 530 Business and Professional Aspects of Translation
jr st; cons instr,TRNSLTN550,Practice of simultaneous & consecutive interpreting; sight translation; note-taking; technology in interpreting.,3,TRNSLTN 550 Advanced Modes of Interpreting
"jr st; 2.5 GPA; writ cons instr, dept chair asst dean for SAS.",TRNSLTN699,"Advanced independent work under the supervision of a faculty or instructional academic staff member. Student must submit a study proposal. For further information, consult program coord.",1-3,TRNSLTN 699 Independent Reading
grad st; cons Trnsltn Prog dir.,TRNSLTN700,"Professional protocols and practices of different modalities of consecutive interpreting; exercises for improvement of split-attention, short-term memory and information organization; ethical principles of interpreting profession.",3,TRNSLTN 700 Consecutive Interpreting
grad st; admis to Trnsltn Prog.,TRNSLTN702,Basic skills necessary for professional translation. Translation of texts from English into Spanish. Summarizing texts; sight translation.,3,TRNSLTN 702 Introduction to Translation: English to Spanish
grad st; admis to Trnsltn prog.,TRNSLTN703,"Basic skills for translating texts from Japanese to English; focus on articles and documents encountered in business, banking, legal, medical, and academic contexts.",3,TRNSLTN 703 Introduction to Translation: Japanese to English
grad st; admis to Trnsltn Prog or cons instr.,TRNSLTN704,"Translating texts from Arabic to English, including media articles, political texts, and literary and consumer-oriented texts. Identifying and developing translation strategies; proofreading and editing own work.",3,TRNSLTN 704 Introduction to Translation: Arabic to English
grad st; admis to Trnsltn Prog or cons instr.,TRNSLTN706,Introduction to basic skills necessary to professional translation. Translation of texts form French into English. Summarizing texts. Sight translation.,3,TRNSLTN 706 Introduction to Translation: French to English
grad st; Spanish 308(P) or equiv.,TRNSLTN707,Basic skills necessary for professional translation. Translation of texts from Spanish into English. Summarizing texts; sight translation.,3,TRNSLTN 707 Introduction to Translation: Spanish to English
"jr st; ElecEng 354(P), C or better in CompSci 315(P) or ElecEng 367(P).",COMPSCI458G,Processor organization and design; memory organization; microprogramming and control unit design; I-O organization; case studies of selected machine architectures.,3,COMPSCI 458G Computer Architecture
jr st; Math 232(P); CompSci 251(P).,COMPSCI459,"Scan-line algorithms, object representation, homogeneous coordinates, geometric transformations, viewing curves, illumination models, interactive input methods, texture mapping.",3,COMPSCI 459 Fundamentals of Computer Graphics
jr st; C or better in both CompSci 317(217)(P) 251(P).,COMPSCI469,"Privacy and authenticity of data and programs, communication, operating systems, network and database security, computer viruses, cryptography, private and public key cryptosystems, protocols.",3,COMPSCI 469 Introduction to Computer Security
jr st; C or better in both CompSci 317(217)(P) 251(P).,COMPSCI469G,"Privacy and authenticity of data and programs, communication, operating systems, network and database security, computer viruses, cryptography, private and public key cryptosystems, protocols.",3,COMPSCI 469G Introduction to Computer Security
"jr st; one of CompSci 113 (P), InfoSt 320 (P), or Art 324 (P); C or better in CompSci 202(P) or CompSt 702(P)",COMPSCI481,"Introduces students to the concept of server-side programming and web applications development.  Topics include dynamic web site development, session management, security, and relational databases.",3,COMPSCI 481 Server-side Internet Programming
jr st; CompSci 361(P) or 481(P).,COMPSCI482,Create standard-compliant web applications using client-side JavaScript and the Document Object Model.,3,COMPSCI 482 Rich Internet Applications
jr st either Philos 212(P) or 6 cr Math at the 300-level or above; or grad st.,COMPSCI511,First-order predicate calculus; formal properties of theoretical systems; chief results of modern mathematical logic; advanced topics such as completeness and computability.,3,COMPSCI 511 Symbolic Logic
jr. st; CompSci 315(215)(P) or CompSci 458(P) or ElecEng 367(P).,COMPSCI520,"Layered network architecture, protocols, data transmission, local area networks, multiplexing and switching, routing flow and congestion control, internetworking, wireless networking, network reliability and security.",3,COMPSCI 520 Computer Networks
jr. st; CompSci 315(215)(P) or CompSci 458(P) or ElecEng 367(P).,COMPSCI520G,"Layered network architecture, protocols, data transmission, local area networks, multiplexing and switching, routing flow and congestion control, internetworking, wireless networking, network reliability and security.",3,COMPSCI 520G Computer Networks
jr st; grade of C or better in CompSci 317(P).,COMPSCI522,"Design of rules, environments, rewards, and punishments, Game metrics, Including artificial intelligence in games, Puzzle generation, Automatic design, Humanness test, Influence maps, Diversity, Unpredictability.",3,COMPSCI 522 Computer Game Design
jr st; CompSci 520(P).,COMPSCI530,"Experimentation with Wired and Wireless Computer Networks Design. Data Link and MAC Protocols, LANs, WANs, Routing, Transport Layer Protocols, Congestion Control, Network Security, Network Management.",3,COMPSCI 530 Computer Networks Laboratory
"jr st; Math 211(P), 213(P), 221(P) or 231(P); C or better in both CompSci 317(P) 351(P).",COMPSCI535,"Introduction to abstract data structures, analysis of time and space requirements of numerical and non-numerical algorithms methods for data manipulation.",3,COMPSCI 535 Algorithm Design and Analysis
"jr st; Math 211(P), 213(P), 221(P) or 231(P); C or better in both CompSci 317(P) 351(P).",COMPSCI535G,"Introduction to abstract data structures, analysis of time and space requirements of numerical and non-numerical algorithms methods for data manipulation.",3,COMPSCI 535G Algorithm Design and Analysis
jr st; grade of C or better in CompSci 251(P).,COMPSCI536,"Software engineering, the software life cycle, qualities of software; design, specification and verification of software, programming environments and tools, object oriented programming.",3,COMPSCI 536 Software Engineering
jr st; CompSci 458(C) or ElecEng 458(C); CompSci 337(P).,COMPSCI537,"Process management including process creation, switching, multithreading, scheduling, communication and concurrency control; memory management including paging, segmentation and virtual memory; systems programming.",3,COMPSCI 537 Introduction to Operating Systems
jr st; CompSci 458(C) or ElecEng 458(C); CompSci 337(P).,COMPSCI537G,"Process management including process creation, switching, multithreading, scheduling, communication and concurrency control; memory management including paging, segmentation and virtual memory; systems programming.",3,COMPSCI 537G Introduction to Operating Systems
jr st; ElecEng 367(P) 457(P).,COMPSCI545,Use of modern embedded system central processor units (CPUs) with integrated field-programmable gate arrays (FPGAs). Design and implementation of firmware for these devices.,3,COMPSCI 545 FPGA Embedded CPUs & Firmware Development
sr st.,COMPSCI547,Introduction of human-computer interaction theories and design processes. Emphasis is on applied user experience (UX) design.,3,COMPSCI 547 User-Centered Interaction Design
jr st; C or better in both CompSci 351(P) 361(P).,COMPSCI552,An advanced course in object-oriented programming. Abstraction; single and multiple inheritance; dynamic binding of functions; polymorphic types and operators; survey of object-oriented techniques.,3,COMPSCI 552 Advanced Object-Oriented Programming
jr st; CompSci 315(215)(P) 251(P) or equiv.,COMPSCI557,General database system concepts. Physical data organization. Data models and database systems. Database design theory. Query optimization. Transaction management. Logic and database.,3,COMPSCI 557 Introduction to Database Systems
jr st; CompSci 315(215)(P) 251(P) or equiv.,COMPSCI557G,General database system concepts. Physical data organization. Data models and database systems. Database design theory. Query optimization. Transaction management. Logic and database.,3,COMPSCI 557G Introduction to Database Systems
jr st; CompSci 431(P)417(R).,COMPSCI581,"Introduction to languages and standards for Web applications, including markup, schema, style, transformation, and metadata languages. Document programming interfaces. Emphasis on programming language principles.",3,COMPSCI 581 Web Languages and Standards
none.,THERREC202,Goals are to introduce and sensitize students to individuals with disabilities and to enable students to understand the psychological and social impact of disability.,3,THERREC 202 Disability: Society and the Person
none.,THERREC202X,Goals are to introduce and sensitize students to individuals with disabilities and to enable students to understand the psychological and social impact of disability.,3,THERREC 202X Disability: Society and the Person
none.,THERREC203,"Study of Therapeutic Recreation (TR) process including the values and underpinning of practice, and the inter-relationships between TR, health care and human service professionals.",3,THERREC 203 Therapeutic Recreation Process
soph st or cons instr.,THERREC245,Interdisciplinary instruction on effective service delivery in the health sciences to culturally diverse individuals and families. Emphasis on the complexity of an individual's cultural identity.,3,THERREC 245 Client Diversity in Health Sciences: An Interdisciplinary Perspective
Acceptance to Study Abroad Prog.,THERREC297,"Designed to enroll students in UWM sponsored program before course work level, content, and credits are determined and/or in specially prepared course work.",1-12,THERREC 297 Study Abroad - Therapeutic Recreation:
none.,THERREC300,Study and practice of therapeutic recreation assessment and documentation techniques.,4,THERREC 300 Therapeutic Recreation Assessment and Documentation
jr st in TherRec major or cons instr.,THERREC301,Study of systematic program design and evaluation techniques.,3,THERREC 301 Program Development and Evaluation in Therapeutic Recreation
none.,THERREC303,Study of concepts and practices related to the delivery of community programs for individuals with disabilities.,3,THERREC 303 Inclusive and Disability Programs in the Community
none.,THERREC303X,Study of concepts and practices related to the delivery of community programs for individuals with disabilities.,3,THERREC 303X Inclusive and Disability Programs in the Community
none,THERREC308,Therapeutic recreation services for individuals with physical disabilities and psychiatric disorders.,4,THERREC 308 Therapeutic Recreation in Physical Rehabilitation and Behavioral Health
jr st or cons instr.,THERREC309,Therapeutic recreation services for children/adolescents and elderly individuals.,4,THERREC 309 Therapeutic Recreation in Pediatrics and Gerontology
None.,THERREC310,Study of therapeutic recreation facilitation techniques.,4,THERREC 310 Facilitation Techniques in Therapeutic Recreation
none.,THERREC390,Topics of current interest in therapeutic recreation. Specific credits and additional prerequisites will be announced in the Schedule of Classes whenever the course is offered.,1-3,THERREC 390 Topics in Therapeutic Recreation:
jr st or cons instr.,THERREC399,Individualized experience which enables the student to study current topics of interest to the therapeutic recreation specialist.,1-3,THERREC 399 Independent Study in Therapeutic Recreation
TherRec 308(P) or cons instr.,THERREC400,Examination of the most current issues and trends in the field and advancement of the profession.,3,THERREC 400 Issues and Trends in Therapeutic Recreation (TR)
must have completed all course work in the TherRec major.,THERREC401,Therapeutic recreation field instruction at approved agencies for forty hours per week for a full semester. Seminar to prepare students for professional involvement.,12,THERREC 401 Therapeutic Recreation Internship and Seminar
jr st.,CURRINS646,Updates students on most recent reading research.  Students are required to attend the two-day symposium.,1-3,CURRINS 646 University of Wisconsin System Reading Research Symposium
"currently teaching, at least 2 years teaching experience, cons instr.",CURRINS647,First semester of a 2 semester practicum designed for practicing teachers; develop expertise in assessing and teaching reading to struggling early literacy learners.,3,CURRINS 647 Early Reading Empowerment: Part 1
"currently teaching, at least 2 years teaching experience, cons instr.",CURRINS647G,First semester of a 2 semester practicum designed for practicing teachers; develop expertise in assessing and teaching reading to struggling early literacy learners.,3,CURRINS 647G Early Reading Empowerment: Part 1
"CurrIns 647(P), currently teaching, at least 2 years teaching experience, cons instr.",CURRINS648,Second semester of a 2 semester practicum designed for practicing teachers; develop expertise in assessing and teaching reading to struggling early literacy learners.,3,CURRINS 648 Early Reading Empowerment: Part 2
jr st admis to School of Educ; or grad st.,CURRINS649,To acquaint students with the wide range of good books for children and to provide wide reading experiences in children's literature; evaluation and use of current materials.,1-4,CURRINS 649 Children's Literature
jr st.,CURRINS650,"Recently published literature for adolescents - types, themes, issues related to school programs.",3,CURRINS 650 Reading Interests of Adolescents
jr st.,CURRINS650G,"Recently published literature for adolescents - types, themes, issues related to school programs.",3,CURRINS 650G Reading Interests of Adolescents
soph st.,CURRINS651,"Examines literature with young children to develop verbal fluency, aesthetic awareness and interest in reading.  Rationales, specific instructional strategies, illustration styles and genres are discussed.",3,CURRINS 651 Literature for the Young Child
jr st; CurrIns 649 or equiv.,CURRINS653,"Analysis of children's books published in the past five years. Arranged by genres, this course considers issues, trends, evaluative criteria, and classroom uses of books.",3,CURRINS 653 Children's Literature: The Past Five Years
jr st or cons instr.,CURRINS655,Explanation of linguistic principles which can be applied to language-based activities in the classroom and which can be useful in solving language-learning problems.,3,CURRINS 655 Applied Educational Linguistics
