None,CNP 441,"
Exploration of interaction of biological, psychological, social, and environmental factors important to understanding management of chronic conditions at the individual, family, community, and societal levels. Enroll Info: BSN@Home student or consent of instructor
",3,CHRONIC CARE MANAGEMENT
Declared in Nursing (Collaborative Program),CNP 446,"
Introduces the concept of evidence-based practice, the importance of evidence to improve clinical practice, strategies to evaluate the quality of evidence, and how to design an evidence-based project. Enroll Info: None
",3,NURSING RESEARCH AND EVIDENCE-BASED PRACTICE
None,CNP 447,"
Examines nursing leadership and management using relevant theories and concepts. Analyze decision-making in relation to communication, delegation, supervision and group process. Enroll Info: BSN@Home student or consent of instructor
",3,LEADERSHIP AND MANAGEMENT
None,CNP 453,"
Utilize computer and information/decision science to support quality and safety in health care. Explore informatics issues and examine nursing's role in healthcare technology. Opportunities to use and master various healthcare technologies and healthcare data will be given. Enroll Info: BSN@Home student or consent of instructor
",3,INFORMATION MANAGEMENT AND HEALTHCARE TECHNOLOGY
None,CNP 454,"
Nursing care of populations and communities to facilitate optimal health outcomes. Enroll Info: BSN@Home student or consent of instructor
",3,COMMUNITY HEALTH NURSING
None,CNP 490,"
The special topics course is designed to provide a planned, systematic analysis of topics, issues and problems in the area of nursing. Enroll Info: None
",1-4,SPECIAL TOPICS IN NURSING
"CNP 306 and (completion or concurrent enrollment in CNP 407, 441, 446, 447, 453, 454, and 490)",CNP 519,"
Combines seminar and clinical practicum hours that enable Associate Degree Registered Nurses to complete their baccalaureate degree. The course will synthesize professional nursing knowledge in a variety of practice settings. Practicum sites may include hospitals, clinics, longterm care (LTC), and community-based settings, in addition to potential experiences in health care policy and systems. Students will expand skills sets by exposure to best practices in a clinical setting of choice. The practicum enriches the integration of knowledge from current and past academic and clinical learning experiences. Enroll Info: None
",3,CAPSTONE PRACTICUM FOR REGISTERED NURSES
None,CLASSICS 100,"
Explores the legacy of ancient Greek and Roman Civilization in modern culture. Challenges students to appreciate the roots of western civilization and to understand and interpret reflections of antiquity in today's society. Enroll Info: None
",3,LEGACY OF GREECE AND ROME IN MODERN CULTURE
None,CLASSICS/​HISTORY  110,"
An examination of the evolution of the human community in the Mediterranean Basin, from the beginning of the earliest civilizations in the Near East (3,000 B.C.E.) until the collapse of the Roman Empire in the West (500 C.E.). Enroll Info: None
",4,THE ANCIENT MEDITERRANEAN
None,CLASSICS 150,"
Ancient monsters were forces of chaos that threatened the natural order of the universe: they had to be contained, banished to the edges of the world or destroyed. But the Greeks and Romans also believed them to be magical beings that held the promise of special knowledge - of the past, of dangers to be faced, of musical arts - or which, like the Sphinx, possessed an enigmatic intelligence capable of fooling all but the most cunning of mortals. In this course we investigate these contrasting aspects of ancient monsters, drawing directly on texts (in translation) and works of art through which the Greeks and Romans explored the monstrous and its place in their world. We also compare ancient representations with those in modern artistic media - comics, games, stories and movies - considering both how our notions of the monstrous are influenced by or contrast with those of our ancient predecessors, and how our very identities are created by and enacted through our depictions of monsters. Enroll Info: None
",3,ANCIENT GREEK AND ROMAN MONSTERS
None,CLASSICS 205,"
Enroll Info: None
",3,GREEK AND LATIN ORIGINS OF MEDICAL TERMS
None,CLASSICS/​JEWISH/​LITTRANS/​RELIG ST  227,"
Introduction to the literature and literary history of the Old Testament, Apocrypha, Dead Sea Scrolls, Talmud, and Midrashim. Enroll Info: Not open to students that have completed HEBR ST 217
",4,INTRODUCTION TO BIBLICAL LITERATURE (IN ENGLISH)
None,CLASSICS/​JEWISH/​LITTRANS/​RELIG ST  237,"
A study of the poetry of the Hebrew Bible as literature within the context of other ancient Near Eastern poetry. Influence of biblical poetry on the Dead Sea Scrolls, New Testament, medieval Hebrew poetry, and Jewish and Christian liturgies. Enroll Info: None
",3,BIBLICAL POETRY IN TRANSLATION
None,CLASSICS/​JEWISH  241,"
An overview of archaeology and its relationship to understanding the biblical world. Enroll Info: None
",4,INTRODUCTION TO BIBLICAL ARCHAEOLOGY
None,CLASSICS/​ART HIST  300,"
Explores the art and archaeology of ancient Greece from the Bronze Age through the Hellenistic period. Enroll Info: None
",3-4,THE ART AND ARCHAEOLOGY OF ANCIENT GREECE
None,CLASSICS/​ART HIST  304,"
Explores the art and archaeology of ancient Italy, the Roman Republic, and the Roman Empire from the Iron Age to Late Antiquity. Enroll Info: None
",3-4,THE ART AND ARCHAEOLOGY OF ANCIENT ROME
None,CLASSICS 320,"
Greek literature in translation with emphasis on its social background. Enroll Info: None
",3,THE GREEKS
None,CLASSICS 322,"
Latin literature in translation with emphasis on its social background. Enroll Info: None
",3,THE ROMANS
None,CLASSICS 330,"
This course is an introduction to the epic poetry of Greece and Rome. The reading list will vary, with assigned texts selected from Homer's Iliad and Odyssey, Apollonius' Argonautica, Virgil's Aened, Ovid's Metamorphoses, and Lucan's Civil War. The course will explore important themes of epic literature both as they are developed within each text and as they evolve from the Greek Archaic to the Hellenistic age, and eventually to Augustan Rome. The course will also explore the influence of ancient epic on literature from the middle ages to the modern period. Enroll Info: Sophomore standing or consent of instructor
",3,ANCIENT EPIC
RELIG ST/​CLASSICS/​JEWISH/​LITTRANS  227 or Sophomore standing,CLASSICS/​HEBR-BIB/​JEWISH/​LITTRANS/​RELIG ST  332,"
An introduction to the thought, literature, and history of the prophets of ancient Israel (in English). Enroll Info: None
",4,PROPHETS OF THE BIBLE
None,CLASSICS/​JEWISH/​RELIG ST  335,"
An exploration of the literary and historical aspects of the text of 1-2 Samuel + 1 Kings 1-2; the history and archaeology of Jerusalem during the tenth century B.C.E.; and the varieties of ways in which the figure of King David has been received in subsequent religious and secular literature, visual art, music, television, and cinema. Enroll Info: Sophomore standing
",3,KING DAVID IN HISTORY AND TRADITION
None,CLASSICS 340,"
Focusing primarily on the world of the ancient Romans, this course (in translation) interrogates the phenomenon and notion of ""conspiracy"" within the political, social, and religious spheres. After investigating some of the more famous political conspiracies (e.g. the Catilinarian Conspiracy, assassination of Julius Caesar, etc.), we will then turn to the structure of the traditional Roman household, including the preeminence of the paterfamilias and the challenges that women, children, and/or slaves pose to his notional ""tyranny."" Finally, we will consider a number of prominent religions that came into conflict with Roman authorities - especially the mystery cults surrounding Bacchus as well as early Christianity. We will also have the opportunity to bring to bear the insights gleaned from the ancient world on the modern one in our consideration of such modern conspiracies as the Salem Witch Trials, the Red Scare of the '50s, the Kennedy Assassination, and the Watergate Conspiracy. As we shall see, ""conspiracy"" can be a tendentious concept that often reveals more about the society and culture in which it occurs (as well as the authors who write about it) than the actual activities it would seem to denote. Enroll Info: Sophomore standing
",3,CONSPIRACY IN THE ANCIENT AND MODERN WORLDS
None,CLASSICS/​JEWISH/​RELIG ST  346,"
Jewish literature from 350 BCE to 150 CE. The Greek and Hebrew sources include stories, religious poetry, wisdom books and apocalyptic texts. Readings (in translation) from the Apocrypha, Pseudepigrapha, and the Dead Sea Scrolls in their historical, cultural and literary setting. Enroll Info: Sophomore standing
",3,JEWISH LITERATURE OF THE GRECO-ROMAN PERIOD
None,CLASSICS/​ITALIAN  350,"
Changing shape of Rome as a physical city and as a cultural metaphor from the Augustan age to the Renaissance. Enroll Info: Jr st or cons inst
",3-4,ROME: THE CHANGING SHAPE OF THE ETERNAL CITY
Sophomore standing,CLASSICS/​GEN&WS  351,"
Constructions of gender and sexuality in the classical world through art, literature and archaeology. Enroll Info: None
",3-4,WOMEN AND GENDER IN THE CLASSICAL WORLD
Sophomore standing,CLASSICS/​GEN&WS  361,"
Sex as a source of domination and liberation in Ancient Greek and Roman literature and modern European and North American theory and practice, including questions of sexual orientation, gender identity, violence, and self-realization. Enroll Info: None
",3,SEX AND POWER IN GREECE AND ROME
None,CLASSICS 370,"
Classical myths and their influence on later literature and art. Enroll Info: None
",3,CLASSICAL MYTHOLOGY
None,CLASSICS 371,"
Selected aspects of Greek culture (e.g., sports, women, the family, warfare), with emphasis on literary remains. Enroll Info: So st
",1-3,TOPICS IN GREEK CULTURE
None,CLASSICS 372,"
Selected aspects of Roman culture (e.g., sports, women, the family, warfare), with emphasis placed on literary remains. Enroll Info: So st
",1-3,TOPICS IN ROMAN CULTURE
None,CLASSICS 373,"
Selected aspects of Classical culture (e.g., sports, women, the family, warfare ), with emphasis on literary remains. Enroll Info: Sophomore standing
",1-3,TOPICS IN CLASSICAL CULTURE
None,CLASSICS 376,"
Selections from the love poetry of four ancient cultures: Egypt, Greece, Israel, and Rome. We will read a variety of lyric poems in the context of their larger socio-historical settings, observing the culturally conditioned representations of desire. Enroll Info: None
",3,LOVE POETRY OF THE ANCIENT MEDITERRANEAN
None,CLASSICS 379,"
Chronicles the development of technology and engineering in the civilizations of ancient Greece and Rome, with attention to earlier advances in Mesopotamia and Egypt. Imparts an appreciation for the legacy of ancient science and technology in modern culture. Enroll Info: None
",3,EUREKA! TECHNOLOGY AND PRACTICE IN THE ANCIENT WORLD
Sophomore standing,CLASSICS 420,"
Enroll Info: None
",3,"ANCIENT TEXTS, MODERN CONTEXTS"
None,CLASSICS 430,"
Explores topics in the archaeology of ancient Greece and Rome, such as the Seven Wonders of the Ancient World, the archaeology of Greek and Roman religion, or Late Antique Palaces. Enroll Info: None
",3,TOPICS IN CLASSICAL ARCHAEOLOGY
None,CLASSICS/​JEWISH  451,"
An examination of current problems, methods, and trends in archaeological research in the lands of the Bible. Enroll Info: Junior standing
",3,BIBLICAL ARCHAEOLOGY
JEWISH/​CLASSICS  451,CLASSICS/​JEWISH  452,"
Applies knowledge and skilled gained from the broad survey conducted in JEWISH/​CLASSICS  451 to specific problems of Levantine archaeology. Students focus on in-depth analysis of material remains, geographic and topographic issues, and philological difficulties in ancient records describing the geography and history of the area. Students work separately and in teams to address these problems, conducting novel research, synthesizing their findings, and presenting the results of their research in archaeological reports. Enroll Info: None
",2,BIBLICAL ARCHAEOLOGY
None,CLASSICS/​HISTORY/​RELIG ST  517,"
Ancient religions in their political, social and cultural contexts; topics include ritual, literary and artistic representations, religious persecutions, and/or modern approaches to the study of ancient religions. Chronological and geographical focus will vary between Greece, Rome, Judaea and Egypt. Enroll Info: Sophomore Standing
",3,RELIGIONS OF THE ANCIENT MEDITERRANEAN
None,CLASSICS/​FRENCH/​HISTORY/​ITALIAN/​MEDIEVAL  550,"
An integrated treatment of a specific theme, to be announced by a group of specialists in different fields. Enroll Info: Jr st or cons inst
",3,ADVANCED INTERDISCIPLINARY STUDIES IN MEDIEVAL CIVILIZATION
None,CLASSICS 556,"
Enroll Info: So st
",3,THE LITERATURE OF ANCIENT ROME
Junior standing,CLASSICS/​HIST SCI/​HISTORY/​MED HIST/​S&A PHM  561,"
Greek and Roman medicine and drug lore from the Pre-Socratics to Oribasius (c. 600 B.C. - A.D. 350), including the backgrounds of ancient Egyptian and Mesopotamian medicine. Enroll Info: None
",3,GREEK AND ROMAN MEDICINE AND PHARMACY
None,CLASSICS 568,"
Selected aspects of Greek and Latin literature (e.g., genres such as epic or drama), with special attention to the relationship between the two literary traditions. Enroll Info: Jr st
",1-3,TOPICS IN CLASSICAL LITERATURE
None,CLASSICS 591,"
Enroll Info: At least 1 sem of Greek or Latin; chiefly for classical humanities, classics majors, or honors stdts
",3,UNDERGRADUATE SEMINAR: APPROACHES TO THE CLASSICAL WORLD
None,CLASSICS 602,"
Explores the archaeological and literary sources for the ancient Mediterranean city. Readings focus on the primary and secondary literature for the topography and architecture of a specific city or group of cities with a geographical, temporal, or political link. Enroll Info: None
",3,THE ANCIENT MEDITERRANEAN CITY
Consent of instructor,CLASSICS 681,"
Enroll Info: None
",3,SENIOR HONORS THESIS
Consent of instructor,CLASSICS 682,"
Enroll Info: None
",3,SENIOR HONORS THESIS
Consent of instructor,CLASSICS 691,"
Enroll Info: None
",3,SENIOR THESIS
Consent of instructor,CLASSICS 692,"
Enroll Info: None
",3,SENIOR THESIS
Consent of instructor,CLASSICS 699,"
Enroll Info: None
",1-3,DIRECTED READING
Graduate/professional standing,CLASSICS/​ART HIST  700,"
Explores the art and archaeology of ancient Greece from the Bronze Age through the Hellenistic period. Enroll Info: None
",3,THE ART AND ARCHAEOLOGY OF ANCIENT GREECE
Graduate/professional standing,CLASSICS/​ART HIST  704,"
Explores the art and archaeology of ancient Italy, the Roman Republic, and the Roman Empire from the Iron Age to Late Antiquity. Enroll Info: None
",3,THE ART AND ARCHAEOLOGY OF ANCIENT ROME
Graduate/professional standing,CLASSICS/​HISTORY  801,"
Special problems in Greek and Roman history studied in alternate years. Enroll Info: Grad st  reading knowledge of appropriate foreign language
",1-3,SEMINAR-ANCIENT HISTORY
Graduate/professional standing,CLASSICS/​PHILOS  830,"
Enroll Info: None
",3,ADVANCED HISTORY OF PHILOSOPHY
Graduate/professional standing,CLASSICS 900,"
This seminar is intended for graduate students in Classical and Ancient Near Eastern Studies who are enrolled in either the Classics option or the Hebrew Bible option. The aims of the seminar are to improve students' research skills, to help them develop important expertise not gained in general coursework, and to engage with topics that make CANES graduates distinctive when applying for positions after the PhD. Enroll Info: None
",3,ADVANCED SEMINAR IN THEORY AND METHODOLOGY
Graduate/professional standing,CLASSICS 970,"
Examines central literary and cultural issues in classical antiquity from both Greek and Roman perspectives. Enroll Info: None
",3-4,CLASSICAL LITERATURE AND CULTURE
None,CS&D 110,"
A survey of the scientific basis of normal and disordered communication; covers speech, hearing, and language. Enroll Info: None
",3,INTRODUCTION TO COMMUNICATIVE DISORDERS
None,CS&D 201,"
Anatomy and physiology of the speech production mechanism; acoustic characteristics of the speech signal. Enroll Info: None
",3,SPEECH SCIENCE
None,CS&D 202,"
Provides students with background in the physical acoustics of sound, the anatomy and physiology of the auditory system, and the psychology related to hearing, known as psychoacoustics. Enroll Info: None
",3,NORMAL ASPECTS OF HEARING
None,CS&D 210,"
Considers the neural basis for communicative behaviors. Provides understanding of the anatomy, physiology, and physiopathy of the central and peripheral nervous systems as they relate to normal and disordered communication. Enroll Info: Sophomore standing or consent of instructor
",3,NEURAL BASIS OF COMMUNICATION
None,CS&D 240,"
This course covers communication and language development from infancy to adulthood. Enroll Info: None
",3,LANGUAGE DEVELOPMENT IN CHILDREN AND ADOLESCENTS
CS&amp;D 201 and 202,CS&D 303,"
Detailed examination of the acoustic properties of the speech signal within the source-filter theory of speech production. Theories of speech perception pertaining to phoneme and word recognition are presented and discussed. Enroll Info: None
",3,SPEECH ACOUSTICS AND PERCEPTION
"CS&amp;D 201, 240",CS&D 315,"
Introduction to the international phonetic alphabet and articulatory phonetics. Overview of typical and atypical phonological development. Enroll Info: None
",3,PHONETICS AND PHONOLOGICAL DEVELOPMENT
"CS&amp;D 201, 202, and 240",CS&D 318,"
The material in this course will provide a basis for understanding the communication problems of individuals with voice disorders, orofacial anomalies, and fluency disorders. Enroll Info: None
",3,"VOICE, CRANIOFACIAL AND FLUENCY DISORDERS"
CS&amp;D 202,CS&D 320,"
Hearing science, disorders and evaluation, conservation, and aural rehabilitation. Enroll Info: None
",3,INTRODUCTION TO AUDIOLOGY
Consent of instructor,CS&D 371,"
This writing-intensive course is the first course in the clinical education sequence. It emphasizes clinical writing, group participation, and observation of video and live treatment sessions to develop and improve observational skills related to communication behaviours and clinical teaching. (WI). Enroll Info: None
",3,PRE-CLINICAL OBSERVATION OF CHILDREN AND ADULTS
None,CS&D 390,"
A writing-intensive practicum working with children from diverse cultures who are at risk for speech, language, and literacy challenges. Enroll Info: Jr st; com dis major; overall GPA 3.0, Com Dis 315, 371, 440; 25 hrs of clin observation  cons inst
",2,PRACTICUM IN COMMUNICATIVE DISORDERS
Sophomore standing,CS&D 424,"
Manual alphabet, numbers, and 300 basic signs in both American Sign Language (ASL) and Manually Coded English (MCE) systems. Class will emphasize words and sign skill for clinic/schools. Enroll Info: None
",2,SIGN LANGUAGE I
"CS&amp;D 201, 202, and 320",CS&D 425,"
Topics include scope of practice, current approaches to perception, production and conversational fluency development as they apply in auditory rehabilitation treatment in home, school, work and social settings. Enroll Info: None
",3,AUDITORY REHABILITATION
CS&amp;D 424,CS&D 434,"
Advanced beginner's course emphasizing instruction and practice at a conversational level using American Sign Language (ASL) and Pidgin Signed English (PSE). Fingerspelling, short story comprehension and signing practice are the focus of this class. Enroll Info: None
",2,SIGN LANGUAGE II
CS&amp;D 240,CS&D 440,"
Language differences and disorders in various populations are covered, as well as means of assessment and intervention. Enroll Info: None
",3,"CHILD LANGUAGE DISORDERS, ASSESSMENT AND INTERVENTION"
None,CS&D 455,"
Lecture-discussion with or without laboratory component on current topics in normal aspects of communication or identification, treatment and research in speech-language pathology and audiology. Enroll Info: None
",1-3,TOPICS IN COMMUNICATIVE DISORDERS
Declared in honors program,CS&D 481,"
A writing-intensive introduction to research methodology in Communication Sciences and Disorders, emphasizing participant selection criteria, experimental design and methodology, data collection, and data analysis, leading to the design and future implementation of an independent research project. Activities include written and oral critiques of published research, written summaries of oral research presentations, and composition of an individual research proposal. Enroll Info: Admission to (or eligibility for) the Honors Program in Communication Sciences and Disorders
",3,UNDERGRADUATE JUNIOR HONORS
Graduate standing in Communication Sciences and Disorders or junior standing declared in Biology major with Neurobiology option,CS&D 503,"
Basic neuroanatomical and neurophysiological mechanisms underlying the communication process. Neuropathologies and their associated communication disorders. Enroll Info: Grad st in com dis or undergrad biol major with neurobiol option, or cons inst
",3,"NEURAL MECHANISMS OF SPEECH, HEARING AND LANGUAGE"
Consent of instructor,CS&D 681,"
Enroll Info: Sr st  cons of dept hnrs adv
",3,SENIOR HONORS THESIS
Consent of instructor,CS&D 682,"
Enroll Info: Sr st  cons of dept hnrs adv
",3,SENIOR HONORS THESIS
Consent of instructor,CS&D 698,"
N. Enroll Info: Jr or Sr st. Graded on a N basis; requires cons inst
",1-6,DIRECTED STUDY
Consent of instructor,CS&D 699,"
Program of reading devised by a staff member in collaboration with the student. Enroll Info: Jr or Sr st. Graded on a lettered basis; requires cons inst
",1-6,DIRECTED STUDY
Graduate/professional standing,CS&D 702,"
This course will introduce learners to research methods in communication sciences and disorders with the goal of producing clinicians and clinician-scientists who: (1) are conversant in and can use scientific principles in their daily lives research, and clinical practice; (2) evaluate scientific evidence as disseminated through multiple channels; (3) find and store research findings efficiently for use in clinical practice or research studies; and (4) understand and implement ethical use of human participants, animal subjects and responsible conduct of research principles in their careers. Enroll Info: Enrollment in the clin speech-lang pathology masters program or consent of instructor
",3,RESEARCH METHODS IN COMMUNICATION SCIENCES AND DISORDERS
Graduate standing or declared in Doctor of Pharmacy professional program,CS&D 703,"
Theoretical concepts of symbolic disorders with emphasis on variables which interfere with language learning and function. Enroll Info: Com Dis 440 or cons inst
",3,LANGUAGE AND LEARNING DISORDERS OF CHILDREN
Graduate/professional standing,CS&D 704,"
Intervention for adults with acquired aphasia and cognitive-communication disorders, including principles of evaluation and treatment. Enroll Info: Com Dis 503
",3,ACQUIRED LANGUAGE AND COGNITIVE-COMMUNICATION DISORDERS IN ADULTS
CS&amp;D 503 and CS&amp;D 703,CS&D 705,"
The nature and classification of motor speech disorders, and techniques and methods which provide non-speaking children and adults with effective means of interaction and communication. Enroll Info: None
",3,MOTOR SPEECH DISORDERS/AUGMENTATIVE AND ALTERNATIVE COMMUNICATION
Graduate/professional standing,CS&D 706,"
Techniques applicable to children and adults with disorders of voice, both functional and organic in origin. Lecture plus lab or observation. Enroll Info: Com Dis 318 or cons inst
",3,MANAGEMENT AND ASSESSMENT OF VOICE DISORDERS
Graduate/professional standing,CS&D 707,"
Presents information on the anatomy, physiology, and neural bases of normal swallowing, the various diseases that can affect swallowing function, the nature of swallowing dysfunction and ways to assess it, and treatment options for patients with swallowing disorders. Enroll Info: None
",2-3,SWALLOWING DISORDERS
Graduate/professional standing,CS&D 708,"
An advanced course concerning the etiology, definition, diagnosis, and management of fluency and phonological disorders in children and adults. Enroll Info: 2nd yr st in masters progm in speech-lang pathology
",3,FLUENCY AND PHONOLOGICAL DISORDERS
CS&amp;D 703,CS&D 709,"
This course will review contemporary literature relating to the language development and disorders of school age children and adolescents. Emphasis is on a description of disorders, assessment techniques, and school methods and procedures. The course addresses UW-Madison Teacher Education Standards; WI Rules and Statutes, Teaching Standards stipulated in PI 34. Enroll Info: None
",3,LANGUAGE DEVELOPMENT AND DISORDERS IN SCHOOL AGE POPULATIONS: SCHOOL METHODS AND PROCEDURES
Graduate/professional standing,CS&D 712,"
This is the first clinical methods course for entering speech-language pathology graduate students. The course provides learning opportunities to increase students' knowledge and skills related to assessment and intervention of persons with communication disorders. It is a forum for discussion, reflection and practicing clinical skills. Enroll Info: None
",1,INTRODUCTION TO CLINICAL METHODS
Graduate/professional standing,CS&D 713,"
The course content focuses on methods for participating in medical site speech pathology including professionalism, documentation, insurance, ethics, and counseling. Enroll Info: Com Dis 503, 702, 707, 708, and 790
",1,INTRODUCTION TO MEDICAL SPEECH PATHOLOGY
Graduate/professional standing,CS&D 714,"
The course content focuses on evidence-based practices, assessment and evaluation frameworks, and clinical methods related to school services in speech-language pathology. Enroll Info: Com Dis 503, 702, 707, 708, and 790
",1,SCHOOL METHODS AND PROCEDURES IN SPEECH-LANGUAGE PATHOLOGY
"CS&amp;D 705, 706, 707, 708, 709",CS&D 752,"
Designed to ensure students (1) can use scientific principles in their daily lives and clinical practice; (2) can evaluate scientific evidence as disseminated through multiple channels for use in research and clinical practice; (3) can understand and apply parallel modes of thinking in clinical practice and research. Enroll Info: None
",3,CAPSTONE IN COMMUNICATION SCIENCES AND DISORDERS: INTEGRATION OF CLINICAL AND RESEARCH METHODS
Consent of instructor,CS&D 790,"
Supervised experience with persons manifesting communicative problems. Evaluation, rehabilitation, and conservation of hearing, language, and speech disorders in various clinical settings. Register for only 1 cr; Clinical Director authorizes any additional cr; sites on/off campus. Enroll Info: None
",1-5,PRACTICUM IN COMMUNICATIVE DISORDERS
Consent of instructor,CS&D 799,"
See description for Com Dis 999. Enroll Info: None
",1-6,INDEPENDENT STUDY
Graduate/professional standing,CS&D 805,"
Evaluation and management of persons with communication disorders across diverse cultural, personal values and beliefs. Enroll Info: None
",1,PROFESSIONAL ISSUES: DIVERSITY AND MULTICULTURAL POPULATIONS
Graduate/professional standing,CS&D 806,"
Evaluation and management of persons with communication disorders within a medical setting. Information regarding various medical settings, ethics, functional goals, and documentation (e.g. billing, reporting, etc.). Enroll Info: None
",1,PROFESSIONAL ISSUES: MEDICAL ISSUES
Graduate/professional standing,CS&D 832,"
Study of normal physical, social, cognitive, speech and language and auditory development in children, the causes and effects of childhood hearing loss, hearing screening and the principles of early intervention, and the behavioral and objective assessment of hearing in children. Enroll Info: Grad st  cons inst, Com Dis 850, 851, 852, 858
",3,PEDIATRIC AUDIOLOGY
Graduate/professional standing,CS&D 833,"
Consideration of principles and issues regarding the effects of noise on people, of federal and state regulation of workplace noise, and of the practical aspects of hearing conservation for those exposed to occupational noise, non-occupational noise, or both. Enroll Info: Grad st, Com Dis 801,802, 821
",2,OCCUPATIONAL AUDIOLOGY
Graduate/professional standing,CS&D 834,"
Enroll Info: Grad st, Com Dis 821, 823, 832
",2,COUNSELING IN AUDIOLOGY
Graduate/professional standing,CS&D 835,"
Critical analysis of research in speech-language pathology and audiology including theoretical support, research design, statistical levels of measurement, methods of reporting research results, and drawing conclusions from the results. Students encouraged to pursue research interests. Enroll Info: Grad st, cons inst, Com Dis 850, 851, 852, 854
",3,CLINICAL RESEARCH METHODS
Graduate/professional standing,CS&D 836,"
Study of the principles and techniques of intervention with hearing impaired children, including the selection and fitting of amplification, the effect of hearing impairment on speech perception, production, and language, communication and educational options, and the re/habilitation of communication skills. Enroll Info: Grad st, cons inst, Com Dis 850, 851, 852, 856, 832, 863
",3,PEDIATRIC HABILITATION/REHABILITATION
Graduate/professional standing,CS&D 837,"
Survey of the most common peripheral auditory system pathologies and their presentation in the auditory evaluation. Enroll Info: Grad st, cons inst, Com Dis 850, 851, 852, 856, 858
",2,AUDITORY AND VESTIBULAR PATHOLOGIES I
Graduate/professional standing,CS&D 845,"
Study of human balance function with ennphasis on the vestibular system, including neurophysiology,  testing, and rehabilitation. Clinical experience in electronystagmography (ENG) and videonystagmography (VNG), analysis of results, familiarization with rotational and posturography tests, and treatment techniques are included. Enroll Info: Grad st, cons inst, Com Dis 850, 851, 852, 860, 862
",2,"THE HUMAN BALANCE SYSTEM: STRUCTURE, ASSESSMENT, AND REHABILITATION"
Graduate/professional standing,CS&D 846,"
The focus will be on training the student to perform and analyze the results of electronystagmography (ENG) and videonystagmography (VNG) examinations, and practice the canalith repositioning maneuver. If possible, students will observe the administration of rotational and posturography tests. Enroll Info: Grad st, cons inst, Com Dis 850,851, 852, 860, 862, con reg in 845
",1,THE HUMAN BALANCE SYSTEM: LABORATORY
Graduate/professional standing,CS&D 849,"
A study of basic theories of aging, anatomical and physiological effects of aging on the auditory and balance systems, and resulting communication difficulties associated with aging. The course emphasizes both the diagnostic and rehabilitative challenges in working with elderly patients. Enroll Info: Grad st, cons inst, Com Dis 850, 851, 852, 856, 862
",2,GERIATRIC AUDIOLOGY: DIAGNOSIS AND REHABILITATION
Graduate/professional standing,CS&D 850,"
Study of anatomy and physiology of the human auditory system, with an emphasis on the peripheral system. Basic concepts in psychoacoustics are discussed with reference to the normal and pathological auditory systems. Enroll Info: Grad st  cons inst, Com Dis 202, 320
",3,HEARING SCIENCE I: BASIC ACOUSTICS AND PSYCHOACOUSTICS
Graduate/professional standing,CS&D 851,"
Introduction to advanced concepts, theories, and experimental procedures related to psychphysics, anatomy and physiology of the auditory and vesibular systems. The focus is on central mechanisms of hearing and balance, and the role that these processes play in psychophysical phenomena. Enroll Info: Grad st, cons inst, con reg in Com Dis 850
",3,HEARING SCI II: ADVANCED TOPICS IN HEARING AND BALANCE
Graduate/professional standing,CS&D 852,"
Familiarizes students with the bases, purpose, rationale and procedures for tests of auditory function, the importance of understanding auditory function and available evidence as bases for test selection and the importance of the objective(s) of diagnostic procedures. Enroll Info: Grad st  con reg in Com Dis 853
",2,HEARING ASSESSMENT
Graduate/professional standing,CS&D 853,"
Familiarize students with the procedures for tests of auditory function, the importance of understanding auditory function and available evidence as bases for test selections and the importance of realizing the objective(s) forming the bases of diagnostic procedures. Enroll Info: Con reg in Com Dis 852
",1,HEARING ASSESSMENT LABORATORY
Graduate/professional standing,CS&D 854,"
Systematic review of physical concepts of acoustics and electronics underpinning the practice of audiology, as well as formally adopted standards by which clinical environments, instruments and procedures are calibrated. Enroll Info: Grad st, cons inst  con reg in Com Dis 855
",2,ELECTROACOUSTICS AND INSTRUMENT CALIBRATION
Graduate/professional standing,CS&D 855,"
Laboratory experience in electroacoustic measurement and calibration of examination spaces, test equipment, and amplification systems pertinent to the practice of audiology. Enroll Info: Grad st, con reg in Com Dis 854
",1,ELECTROACOUSTICS AND CALIBRATION LABORATORY
Graduate/professional standing,CS&D 856,"
Study of the components and electroacoustic characteristics of hearing aids and assistive listening devices, as well as approaches for selecting the devices and verifying their fitting. Enroll Info: Grad st, cons inst, Com Dis 850, 851, 852, 853, 891, con reg in Com Dis 857
",2,AMPLIFICATION SYSTEMS I
Graduate/professional standing,CS&D 857,"
Testing, fitting, and repairing hearing aids, performing basic hearing aid tests and repairs, proper cerumen removal and ear impression atechniques, and using appropriate strategies in fitting. Electroacoustic evaluation and use of probe microphone measures in hearing aid fitting. Enroll Info: Grad st, cons inst, Com Dis 850, 851, 852, 853, con reg in 856
",1,LABORATORY IN AMPLIFICATION SYSTEMS I
Graduate/professional standing,CS&D 858,"
Study of concepts and procedures physiological assessment of the auditory system, with emphasis on otoacoustic emissions and auditory brainstem responses. Clinical applications and case studies integrate these recordings with behavioral assessment of the auditory system. Enroll Info: Grad st, cons inst, Com Dis 850, 851, 852, con reg in 859
",2,PHYSIOLOGICAL ASSESSMENT IN AUDIOLOGY I
