to,level,credits,course_2,title_2,course_1,from_,gen_ed,title_1,specia
9999,L,3.00,ENG 262,American Literature I,ENG 201,4672,HU,American Lit I,
9999,L,3.00,ENG 263,American Literature II,ENG 202,4672,HU,American Lit II,
9999,L,3.00,ENG 260,British Literature I,ENG 203,4672,HU,English Lit I,
9999,L,3.00,ENG 261,British Literature II,ENG 204,4672,HU,English Lit II,
9999,L,3.00,ENG 264,Western Lit Before 1665,ENG 205,4672,HU,Western Lit I,
9999,L,3.00,ENG 265,Western Lit After 1665,ENG 206,4672,HU,Western Lit II,
9999,L,3.00,ENG EL,English Elective,ENG 207,4672,HU,Multicult U.S. Lit (Es),
9999,L,3.00,ENG EL,English Elective,ENG 208,4672,HU,International Lit,
9999,L,3.00,ENG 278,Multicult Lit/Am (Es),ENG 210,4672,"ES,HU",Lit of Black America (Es),
9999,L,3.00,ENG 278,Multicult Lit/Am (Es),ENG 215,4672,"ES,HU",African American Authors (Es),
9999,L,3.00,ENG EL,English Elective,ENG 220,4672,HU,Women & Pop Culture,
9999,L,3.00,ENG 202,Writing About Lit,ENG 301,4672,AP,Foundations For Lit Studies,
9999,L,3.00,ENG 201,Intermediate Composition,ENG 303,4672,AP,Special Topics Writng/Rhetoric,
9999,L,3.00,ENG 203,Creative Writing I,ENG 305,4672,FA,Creative Writing,
9999,L,3.00,ENG 206,Technical Writing,ENG 308,4672,AP,Technical Writing,
9999,L,1.00,EDU EL,Education Elective,EFN 200,4672,,Cooperatives,
9999,L,3.00,EDU EL,Education Elective,EFN 205,4672,ES,Understand Human Diffs (Es),
9999,L,1.00,CTA EL,Communication and Theatre Arts Elective,EFN 207,4672,,Rslvng Divrs Drama,
9999,L,2.00,EDU EL,Education Elective,EFN 210,4672,,Introduction to Education,
9999,L,2.00,EDU EL,Education Elective,EFN 222,4672,,Choice:Prob Solvng,
9999,L,1.00-3.00,EDU EL,Education Elective,EFN 290,4672,,Educational Forum,8
9999,L,3.00,GEO EL,Geography Elective,GEO 102,4672,,Maps & Society,
9999,L,3.00,GEO 110,World Regnl Geog,GEO 110,4672,SS,World Cultural Regions,
9999,L,3.00,GEO EL,Geography Elective,GEO 200,4672,NS,Conservation Global Environmts,
9999,L,3.00,GEO 341,The US and Canada,GEO 201,4672,SS,Geography of U.S. & Canada,
9999,L,3.00,GEO EL,Geography Elective,GEO 202,4672,SS,Contemporary Global Issues,
9999,L,3.00,GEO 342,Geog of  Wisconsin,GEO 204,4672,SS,Geography of Wisconsin,
9999,L,3.00,GEO EL,Geography Elective,GEO 208,4672,,Applications of Gis I,
9999,L,3.00,GLG EL,Geology Elective,GEO 209,4672,NS,Geol Evol of Earth,
9999,L,3.00,GEO 110,World Regnl Geog,GEO 210,4672,SS,World Regionl Geog,
9999,L,3.00,GEO EL,Geography Elective,GEO 250,4672,,Maps & Gis,
9999,L,3.00,GEO 300,Population: World Survey,GEO 300,4672,SS,Population Geography,
9999,L,3.00,GEO 348,South America,GEO 316,4672,SS,Geo of South Amer,
9999,L,3.00,GEO 347,Middle America,GEO 317,4672,SS,Geo of Midle Amer,
9999,L,3.00,GEO 350,Envirnmntl Conservtn,GEO 324,4672,SS,Cons of Natr Resrc,
9999,L,3.00,GEO 107,Intro Maps & Air Photo,GEO 340,4672,"LS,NS",Earth's Polar Regions,
9999,L,3.00,BUS 110,Personal Finance,FIN 207,4672,AP,Personal Finance,
9999,L,4.00,GER 101,1st Sem German,GER 101,4672,HU,Elementary German I,
9999,L,4.00,GER 102,2nd Sem German,GER 102,4672,HU,Elementary German II,
9999,L,3.00,GER EL,German Elective,GER 200,4672,HU,The Medieval World,
9999,L,4.00,GER 201,3rd Sem German,GER 201,4672,HU,Intermediate German I,
9999,L,4.00,GER 202,4th Sem German,GER 202,4672,HU,Intermediate German II,
9999,L,3.00,FRE 101,1st Sem French,FRE 101,4672,HU,Elementary French I,
9999,L,3.00,FRE 102,2nd Sem French,FRE 102,4672,HU,Elementary French II,
9999,L,3.00,FRE EL,French Elective,FRE 200,4672,HU,The Medieval World,
9999,L,3.00,FRE 201,3rd Sem French,FRE 201,4672,HU,Intermediate French I,
9999,L,3.00,FRE 202,4th Sem French,FRE 202,4672,HU,Intermediate French II,
9999,L,3.00,FRE EL,French Elective,FRE 220,4672,HU,France/Francoworld,
9999,L,3.00,HIS EL,History Elective,HIS 101,4672,SS,Global Origins of Modern World,
9999,L,3.00,HIS EL,History Elective,HIS 102,4672,SS,Global Transition & Change,
9999,L,3.00,HIS 105,Hist of Western Civ,HIS 151,4672,HU,World Hist to 1500,
9999,L,3.00,HIS 106,Hist of Western Civ,HIS 152,4672,HU,Roots Modern World,
9999,L,3.00,HIS EL,History Elective,HIS 200,4672,HU,Historiography & His Methods,
9999,L,3.00,HIS EL,History Elective,HIS 202,4672,SS,Contemporary Global Issues,
9999,L,3.00,HIS EL,History Elective,HIS 203,4672,SS,Cont Global Issues,
9999,L,3.00,HIS EL,History Elective,HIS 204,4672,HU,Ancient Literate Civilizations,
9999,L,3.00,HIS EL,History Elective,HIS 205,4672,HU,Ethics and Religion,
9999,L,3.00,HIS EL,History Elective,HIS 206,4672,SS,Life 20th Century,
9999,L,3.00,HIS EL,History Elective,HIS 210,4672,SS,Survey of the United States,
9999,L,3.00,HIS EL,History Elective,HIS 220,4672,SS,US Global Communty,
9999,L,3.00,HIS 290,History of  Wisconsin,HIS 229,4672,SS,Hist of Wisconsin,
9999,L,3.00,HIS EL,History Elective,HIS 230,4672,HU,Ancient and Medieval Worlds,
9999,L,3.00,HIS EL,History Elective,HIS 240,4672,HU,Survey of Modern Europe,
9999,L,3.00,HIS 101,US His to Civ War (Es),HIS 241,4672,"ES,SS",U.S. History I,
9999,L,3.00,HIS 102,US His Civ War+ (Es),HIS 242,4672,"ES,SS",U.S. History II,
9999,L,3.00,HIS EL,History Elective,HIS 245,4672,SS,Western Europe,
9999,L,3.00,HIS EL,History Elective,HIS 250,4672,HU,Survey of Asia,
9999,L,3.00,HIS EL,History Elective,HIS 265,4672,SS,Ancient Egypt,
9999,L,3.00,HIS EL,History Elective,HIS 275,4672,SS,Ancient Britain and Ireland,
9999,L,3.00,HIS EL,History Elective,HIS 285,4672,,Survey of Modern Africa,
9999,L,3.00,HIS EL,History Elective,HIS 299,4672,"SS, ES",Hist Ethnic Amer,
9999,L,1.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 100,4672,AP,Physical Activities,
9999,L,2.00,GEN EL,General Elective,ESS 104,4672,FA,Dance Appreciation,
9999,L,3.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 105,4672,,Hlth&Phys Well Bng,
9999,L,1.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 108,4672,AP,Fundmntl of Dance,
9999,L,4.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 112,4672,AP,Fund of Movement,
9999,L,1.00,HES 113,Beginning Swimming,ESS 113,4672,AP,Basic Swimming,
9999,L,1.00,HES 028,Advanced Fitness,ESS 114,4672,AP,Personal Fitness,
9999,L,2.00,HES 204,"Intro to P.E, Exer Sci & Sport",ESS 115,4672,EL,Orientation to Ess,
9999,L,2.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 116,4672,AP,Water Safety Instruction,
9999,L,2.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 120,4672,,Tchng Outdoor Actv,
9999,L,2.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 121,4672,AP,Teaching Adventure Ed in Pe,
9999,L,1.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 130,4672,AP,Officiating Athletics,
9999,L,3.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 181,4672,,Intro to Sports Medicine,
9999,L,1.00,HES 213,First Aid&Emerg Care,ESS 201,4672,AP,"Safety, First Aid and Cpr",
9999,L,3.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 205,4672,,Human Anat & Phys Ex Sci I,
9999,L,3.00,BIO EL,Biology Elective,ESS 206,4672,NS,Human Anat & Phys-Ex Sci II,
9999,L,3.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 207,4672,,Human Motor Behavior,
9999,L,1.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 208,4672,,Dance Ele Schl Chd,
9999,L,2.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 209,4672,,Strng Trn Clin I,
9999,L,3.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 212,4672,AP,Teach Fund Movmnt Skills in Pe,
9999,L,3.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 225,4672,,Intro Phys Ed Tchg Method,
9999,L,1.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 226,4672,,Clncl Exp Tch P-Ei,
9999,L,3.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 231,4672,,Intro to Teach Adapted Phys Ed,
9999,L,2.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 232,4672,,Prac Exp Sp P-E,
9999,L,2.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 233,4672,,Tch Mthd Adpt Aqts,
9999,L,2.00,HES 217,Soc Aspects of Sport (Es),ESS 249,4672,"ES,SS",Youth Sport Issues,
9999,L,1.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 251,4672,AP,Football,
9999,L,1.00,HES 102,Basketball Fund,ESS 252,4672,AP,Basketball,
9999,L,1.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 253,4672,AP,Field Hockey,
9999,L,1.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 254,4672,AP,Team Handball,
9999,L,1.00,HES 117,Soccer,ESS 255,4672,AP,Soccer,
9999,L,1.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 256,4672,AP,Softball,
9999,L,1.00,HES 115,Volleyball,ESS 257,4672,AP,Volleyball,
9999,L,3.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 258,4672,AP,Teaching Activities I,
9999,L,1.00-3.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 259,4672,AP,Girls and Women in Sport,8
9999,L,3.00,HES 208,Devel Activ Childrn,ESS 260,4672,AP,Movemt Ed-Yng Chld,
9999,L,2.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 261,4672,AP,Teach Educational Gymnst in Pe,
9999,L,1.00,HES 212,Tumbling & Trampol,ESS 262,4672,AP,Gymnastics II,
9999,L,1.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 272,4672,AP,Creative Dance,
9999,L,2.00,HES 205,Athletic Injuries,ESS 281,4672,AP,Prevention/Care of Ath Injury,
9999,L,3.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 282,4672,,Sports Med Lab I,
9999,L,3.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 283,4672,,Clin Pathology For Ex Science,
9999,L,2.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 286,4672,,Athletic Training Clinical I,
9999,L,2.00,HES EL,"Health, Exercise Science & Athletics Elective",ESS 287,4672,,Athletic Training Clinical II,
9999,L,1.00,HES 116,Tennis,ESS 361,4672,AP,Tennis,
9999,L,2.00,HES 104,Badminton,ESS 363,4672,AP,Teaching Dance in Pe,
9999,L,1.00,HES 109,Golf,ESS 365,4672,AP,Golf,
9999,L,3.00,HES 118,Weight Training,ESS 368,4672,AP,Strngth Training Tech & Prog,
9999,L,3.00,GEN EL,General Elective,HON 100,4672,HU,Search For Values,
9999,L,3.00,GEN EL,General Elective,HON 200,4672,HU,Ideas Chngd World,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,HON 201,4672,FA,Dramatic Lit & Theatre Arts,
9999,L,3.00,GEN EL,General Elective,HON 202,4672,AP,Body Mind Wellbein,
9999,L,3.00,GEN EL,General Elective,HON 203,4672,HU,Lit Stdy:Batl/Book,
9999,L,3.00,GEN EL,General Elective,HON 204,4672,HU,Hum Ntre/Cult/Rlty,
9999,L,3.00,ENG EL,English Elective,HON 205,4672,HU,Cls Myth & Mod Lit,
9999,L,3.00,POL EL,Political Science Elective,HON 206,4672,SS,Hmn Natre Pol Life,
9999,L,3.00,SOC EL,Sociology Elective,HON 207,4672,SS,"Gender,Power&Priv (Es)",
9999,L,3.00,GEN EL,General Elective,HON 215,4672,FA,Flrntine Renaissan,
9999,L,3.00,ENG EL,English Elective,HON 220,4672,HU,Globl Roots of US Lit (Es),
9999,L,4.00,GEN EL,General Elective,HON 290,4672,NS,Creat Srch Undrstg,
9999,L,3.00,GEN EL,General Elective,HON 295,4672,NS,Decsn-Wrld-Sci/Tec,
9999,L,2.00,GEN EL,General Elective,HP 106,4672,,Intro to Health Careers,
9999,L,3.00,GEN EL,General Elective,HP 218,4672,,Ovrv Chd &Yth Care,
9999,L,2.00,HES 206,Personal Health and Wellness,HED 101,4672,EL,Personal Health,
9999,L,3.00,HES EL,"Health, Exercise Science & Athletics Elective",HED 205,4672,,Intro to Health & Wellness Ed,
9999,L,3.00,HES EL,"Health, Exercise Science & Athletics Elective",HED 210,4672,,Foundations of Hed,
9999,L,2.00,HES EL,"Health, Exercise Science & Athletics Elective",HED 230,4672,,Nutrition For Fitness & Health,
9999,L,3.00,HES EL,"Health, Exercise Science & Athletics Elective",HED 240,4672,,Comm Hlth Educ Fnd,
9999,L,1.00-3.00,HES EL,"Health, Exercise Science & Athletics Elective",HED 250,4672,,Health Education Forum,8
9999,L,1.00,HES EL,"Health, Exercise Science & Athletics Elective",HED 251,4672,,Consum Hth/Safe Ed,
9999,L,1.00,HES EL,"Health, Exercise Science & Athletics Elective",HED 252,4672,,Hth Pro/Dis Prvntn,
9999,L,3.00,GEN EL,General Elective,INS 200,4672,,Intro to Intl Stdy,
9999,L,1.00-3.00,GEN EL,General Elective,INS 225,4672,,Smnr Wld Area Stds,8
9999,L,1.00,GEN EL,General Elective,INS 226,4672,,Smr Frgn Stdy Tour,
9999,L,3.00,GEN EL,General Elective,INS 230,4672,,British Life & Civ,
9999,L,3.00,GEN EL,General Elective,INS 231,4672,,Int-Scand Life/Civ,
9999,L,1.00,GEN EL,General Elective,INS 250,4672,,Orientation Abroad,
9999,L,1.00,GEN EL,General Elective,INS 251,4672,,Studyabr/Practicum,
9999,L,1.00,GEN EL,General Elective,INS 252,4672,,Cross-Cult Reentry,
9999,L,4.00,BUS EL,Business Elective,IS 220,4672,,Info Systems Bus Mgmt,
9999,L,3.00,CTA 201,Intro Mass Communic,MCM 201,4672,SS,Intro to Mass Comm,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,MCM 202,4672,AP,Intr to Photo Prnc,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,MCM 204,4672,AP,Broadcast Anouncng,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,MCM 205,4672,AP,Broadcast Anouncng,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,MCM 209,4672,,Graphics of Comm,
9999,L,3.00,CTA 203,News & Info Writing,MCM 211,4672,AP,Reporting,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,MCM 212,4672,AP,News Editing,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,MCM 213,4672,AP,Reporting,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,MCM 217,4672,,General Advertisng,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,MCM 218,4672,,Public Relations,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,MCM 221,4672,AP,Radio-Tv News Writ,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,MCM 223,4672,,News Editing,
9999,L,3.00,CTA 220,Intro Radio Broadcst,MCM 227,4672,AP,Radio Production,
9999,L,3.00,HES EL,"Health, Exercise Science & Athletics Elective",HPR 105,4672,,Hlthy Actv Lifstyl,
9999,L,2.00,GEN EL,General Elective,HPR 106,4672,,Intro to Health Careers,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,MCM 231,4672,,Graphics of Comm,
9999,L,2.00,CTA EL,Communication and Theatre Arts Elective,MCM 232,4672,AP,Photographic Comp,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,MCM 235,4672,AP,Radio Production,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,MCM 242,4672,AP,Commercl Photogrpy,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,MCM 246,4672,AP,Television Prodctn,
9999,L,1.00,CTA EL,Communication and Theatre Arts Elective,MCM 255,4672,AP,Appl Mcm:Radio,
9999,L,1.00,CTA EL,Communication and Theatre Arts Elective,MCM 256,4672,AP,Appl Mcm:Televison,
9999,L,1.00,CTA EL,Communication and Theatre Arts Elective,MCM 260,4672,AP,Appl Mcm:Advertsng,
9999,L,1.00,CTA EL,Communication and Theatre Arts Elective,MCM 261,4672,AP,Appl Mcm:Publicatn,
9999,L,1.00,CTA EL,Communication and Theatre Arts Elective,MCM 262,4672,AP,Appl Mcm:Newspaper,
9999,L,1.00,CTA EL,Communication and Theatre Arts Elective,MCM 263,4672,AP,Appl Mcm:Photogrpy,
9999,L,1.00,CTA EL,Communication and Theatre Arts Elective,MCM 264,4672,AP,Appl Mcm:Radio,
9999,L,1.00,CTA EL,Communication and Theatre Arts Elective,MCM 265,4672,AP,Appl Mcm:Televison,
9999,L,1.00,CTA EL,Communication and Theatre Arts Elective,MCM 267,4672,AP,Appl Mcm:Pblc Rltn,
9999,,3.00,NDC,No Degree Credit,MTH 050,4672,,Basic Algebra,5
9999,,2.00,NDC,No Degree Credit,MTH 051,4672,,Topic Intmd Algbra,5
9999,L,3.00,GRA 113,Gen Engr Gra & Desgn,MTH 100,4672,AP,Engr Grph-Dsc Geom,
9999,L,4.00,MAT 105,Intro College Algebra,MTH 111,4672,EL,Intermed Algebra,
9999,L,4.00,MAT 130,Math-Elem Teachers,MTH 125,4672,MS,Math Elem Teachers I,
9999,L,4.00,MAT 132,Geom-Elem Teachers,MTH 126,4672,MS,Math Elem Teachers II,
9999,L,3.00,MAT 132,Geom-Elem Teachers,MTH 131,4672,MS,Geometry-Elem Tchr,
9999,L,4.00,MAT 117,Elementary Statistics,MTH 145,4672,"UCTA,MS",Elem Statistics,22
9999,L,4.00,MAT 110,College Algebra,MTH 150,4672,"MS,CR",College Algebra,
9999,L,4.00,MAT 124,Pre-Calculus Mathematics,MTH 151,4672,"UCTA,MS",Precalculus,22
9999,L,3.00,MAT 140,Survey of Math,MTH 170,4672,MS,Survey of Math,
9999,L,3.00,MAT 132,Geom-Elem Teachers,MTH 171,4672,MS,Geometry For K-8 Teachers,
9999,L,4.00,MAT EL,Mathematics Elective,MTH 175,4672,MS,Applied Calculus,
9999,L,5.00,MAT 124,Pre-Calculus Mathematics,MTH 177,4672,"UCTA,MS",Coll Algebra-Trig,22
9999,L,4.00,MAT 211,Calculus,MTH 200,4672,MS,Business Calculus,
9999,L,4.00,MAT 117,Elementary Statistics,MTH 205,4672,"UCTA,MS",Elem Statistics,22
9999,L,5.00,MAT 221,Calc & Analy Geom I,MTH 207,4672,MS,Calculus I,
9999,L,4.00,MAT 222,Calculus & Analytic Geom II,MTH 208,4672,MS,Calculus II,
9999,L,4.00,MAT EL,Mathematics Elective,MTH 225,4672,MS,Foundations of Advanced Math,
9999,L,3.00,MAT 117,Elementary Statistics,MTH 250,4672,"UCTA,MS",Statistics,22
9999,L,3.00,MAT EL,Mathematics Elective,MTH 280,4672,MS,Algebraic Reas & Probl Solving,
9999,L,3.00,MAT 262,Linear Algebra,MTH 313,4672,MS,Intr Linear Algbra,
9999,L,3.00,MAT 230,Discrete Mathematics,MTH 317,4672,MS,Graph Theory,
9999,L,3.00,MAT 271,Ordin Differntl Equa,MTH 351,4672,MS,Differtl Equatns I,
9999,L,3.00,BUS 101,Intro to Business,MGT 100,4672,EL,Intro to Business,
9999,L,3.00,BUS EL,Business Elective,MGT 205,4672,,Legl Ethl Env Busi,
9999,L,3.00,BUS EL,Business Elective,MGT 220,4672,,Infor Sys-Bus Mgmt,
9999,L,4.00,BIO EL,Biology Elective,MIC 100,4672,"NS, LS",Microbes and Society,
9999,L,1.00,BIO EL,Biology Elective,MIC 102,4672,,Global Bioterrorism,
9999,L,1.00,BIO EL,Biology Elective,MIC 120,4672,,Intro to Microbial Sciences,
9999,L,4.00,BIO 251,Gen Sur Microbiology,MIC 230,4672,"NS,LS",Fundamentals of Microbiology,
9999,L,1.00-3.00,BIO EL,Biology Elective,MIC 260,4672,,Topics in Microbiology,8
9999,L,1.00-2.00,BIO EL,Biology Elective,MIC 299,4672,,Intro to Microbiology Research,8
9999,L,2.00,GEN EL,General Elective,PT 200,4672,,Intro to P-T,
9999,,2.00,NDC,No Degree Credit,RDG 105,4672,,Developmental Reading,5
9999,L,3.00,GEN EL,General Elective,RTH 203,4672,,Outdr Recr-Persons Spec Need,
9999,L,2.00,GEN EL,General Elective,RTH 204,4672,,Multicultrl Crafts,
9999,L,1.00,GEN EL,General Elective,RTH 215,4672,,Adapt Aquatic Acts,
9999,L,1.00-2.00,GEN EL,General Elective,RTH 216,4672,,Ski Tq/Vis/Phy Imp,8
9999,L,1.00,GEN EL,General Elective,RTH 217,4672,,Org/Coach Spc Olym,
9999,L,1.00,GEN EL,General Elective,RTH 218,4672,,Prg Dv-Sp Olympics,
9999,L,2.00-3.00,GEN EL,General Elective,RTH 225,4672,,Inovtv Act-Thr Rec,8
9999,L,3.00,GEN EL,General Elective,RTH 250,4672,,Intro to Therapeutic Recre,
9999,L,3.00,GEN EL,General Elective,RTH 252,4672,,Innovative Activities in Tr,
9999,L,1.00-2.00,GEN EL,General Elective,RTH 260,4672,,Asst Dev&Resrc/Therap Rec,8
9999,L,1.00-2.00,GEN EL,General Elective,RTH 265,4672,,Pract Consdrtn Rth,8
9999,L,3.00,HES 203,Intro to Play & Rec,REC 100,4672,AP,Foundations of Rec,
9999,L,3.00,HES EL,"Health, Exercise Science & Athletics Elective",REC 105,4672,,Multicultural Rec & Cult Comp,
9999,L,3.00,HES EL,"Health, Exercise Science & Athletics Elective",REC 150,4672,,Foundations of Recreation,
9999,L,3.00,HES EL,"Health, Exercise Science & Athletics Elective",REC 200,4672,,Prog Leadrshp Rec Activities,
9999,L,3.00,HES EL,"Health, Exercise Science & Athletics Elective",REC 201,4672,,Outdoor Adventure Leadership,
9999,L,2.00,PED EL,Physical Education Elective,REC 202,4672,AP,Leisure Nature Contemp Exp,
9999,L,3.00,HES EL,"Health, Exercise Science & Athletics Elective",REC 204,4672,,Intro to Outdoor Education,
9999,L,2.00,HES EL,"Health, Exercise Science & Athletics Elective",REC 205,4672,,Camp Leadership,
9999,L,2.00,HES EL,"Health, Exercise Science & Athletics Elective",REC 206,4672,,Wldrns Ethcs/Safty,
9999,L,1.00,HES EL,"Health, Exercise Science & Athletics Elective",REC 207,4672,,Exp Educ: Intro Ropes Course,
9999,L,4.00,GEN EL,General Elective,RUS 101,4672,AP,Elem Russian I,
9999,L,4.00,GEN EL,General Elective,RUS 102,4672,AP,Elem Russian II,
9999,L,4.00,GEN EL,General Elective,RUS 201,4672,HU,Interm Russian I,
9999,L,4.00,GEN EL,General Elective,RUS 202,4672,HU,Interm Russian II,
9999,L,3.00,SOC 101,Intro to Sociology,SOC 100,4672,"UCTA,SS",Intro Sociology,22
9999,L,3.00,SOC EL,Sociology Elective,SOC 110,4672,"SS, UCTA",Introduction to Sociology,22
9999,L,3.00,SOC 130,Contemp Social Prob,SOC 120,4672,SS,Social Problems,
9999,L,3.00,SOC EL,Sociology Elective,SOC 200,4672,SS,Foundations of Soc Analysis,
9999,L,3.00,SOC EL,Sociology Elective,SOC 202,4672,SS,Contemporary Global Issues,
9999,L,3.00,SOC 220,Soc Marriage/Family,SOC 212,4672,SS,Marriage & Family,
9999,L,3.00,SOC EL,Sociology Elective,SOC 216,4672,SS,Society & Schools,
9999,L,3.00,SOC 234,Soc Race/Ethnic (Es),SOC 225,4672,"UCTA,ES,SS",Soc of Race & Ethnicity (Es),22
9999,L,3.00,SOC EL,Sociology Elective,SOC 240,4672,,Soc of Sport & Leisure,
9999,L,3.00,SOC EL,Sociology Elective,SOC 245,4672,SS,Peop Cult Latin Am,
9999,L,3.00,SOC EL,Sociology Elective,SOC 250,4672,,Social Research I,
9999,L,3.00,SOC EL,Sociology Elective,SOC 260,4672,,Aging: Soci Prspct,
9999,L,3.00,SOC EL,Sociology Elective,SOC 280,4672,"SS, ES",Hmong Americans,
9999,L,4.00,SPA 101,1st Sem Spanish,SPA 101,4672,HU,Elementary Spanish I,
9999,L,4.00,SPA 102,2nd Sem Spanish,SPA 102,4672,HU,Elementary Spanish II,
9999,L,3.00,SPA EL,Spanish Elective,SPA 200,4672,HU,The Medieval World,
9999,L,4.00,SPA 201,3rd Sem Spanish,SPA 201,4672,HU,Intermediate Spanish I,
9999,L,4.00,SPA 202,4th Sem Spanish,SPA 202,4672,HU,Interm Spanish II,
9999,L,3.00,HES EL,"Health, Exercise Science & Athletics Elective",SAH 105,4672,,Hlth Well& Disease,
9999,L,1.00,GEN EL,General Elective,SAH 160,4672,,Science Success,
9999,L,4.00,GEN EL,General Elective,SHE 210,4672,,Intro Coord School Health Prog,
9999,L,2.00,GEN EL,General Elective,SHE 252,4672,,Intro Content in Hed,
9999,L,2.00,CTA 130,Intro to Theatre,THA 110,4672,FA,Theatre Apprec,
9999,L,2.00,CTA 130,Intro to Theatre,THA 111,4672,FA,Theatre Apprec,
9999,L,3.00,CTA 232,Intro Acting,THA 211,4672,AP,Mvmt&Voice For Stg,
9999,L,4.00,CTA EL,Communication and Theatre Arts Elective,THA 212,4672,,Fund of Play Prod,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,THA 213,4672,AP,Stage Makeup,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,THA 214,4672,,Rdgs in Drama I,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,THA 215,4672,,Rdgs in Drama II,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,THA 217,4672,,Thry-Tq Thtre Dsgn,
9999,L,3.00,CTA 234,Introduction to Stagecraft,THA 218,4672,AP,Stagecraft,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,THA 219,4672,AP,Costume Crafts,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,THA 220,4672,AP,Acting I:Fundmntls,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,THA 221,4672,AP,Movement For Stage,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,THA 222,4672,AP,Voice & Diction,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,THA 230,4672,AP,Theatre Foundation,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,THA 231,4672,AP,Stagecraft,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,THA 232,4672,AP,Costume Crafts,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,THA 240,4672,AP,Rendering For Theatre,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,THA 241,4672,AP,Stage Makeup,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,THA 250,4672,AP,Theatre Studies 1,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,THA 251,4672,AP,Theatre Studies II,
9999,L,1.00,CTA EL,Communication and Theatre Arts Elective,THA 260,4672,AP,Partic-Arts Activ,
9999,L,1.00,CTA EL,Communication and Theatre Arts Elective,THA 261,4672,AP,Partic-Arts Actv,
9999,L,3.00,CTA EL,Communication and Theatre Arts Elective,THA 290,4672,AP,Stage Management,
9999,L,1.00,GEN EL,General Elective,UWL 100,4672,,1st Year Seminar,
4674,L,4.00,PHYS/AST 103,The Solar System (Xl),AST 155,4672,CD,Solar System Astronomy,
